Área Geográfica,,XI Censo general de población y vivienda 1990,,,,,,,,,,,,,,,,,,,,
,,Hogares,,,,,,,,,,,,,,,,,,,,
,,Hogares (Hogares),,,,,,,,,,,Población en hogares (Hogares),,,,,,,,,
,,Sexo del jefe,,,Tamaño localidad 15 tam,,,,,,,,Sexo del jefe,,,Tamaño localidad 15 tam,,,,,,
Clave,Nombre,Total,Hombres,Mujeres,Total,"Menos de 2,500 habitantes",1 a 49  habitantes,50 a 99  habitantes,100 a 499 habitantes,500 a 999 habitantes,"1,000 a 1,999 habitantes","2,000 a 2,499 habitantes",Total,Hombres,Mujeres,Total,"Menos de 2,500 habitantes","2,500 a 14,999 habitantes","15,000 a 99,999 habitantes","100,000 a 999,999 habitantes","1,000,000 y más habitantes",No aplica para viviendas colectivas
30061,Las Choapas,14828,12642,2186,14828,5831,859,438,3977,557,,,75925,66684,9241,75925,32712,,43213,,,
30062,Chocamán,2308,1987,321,2308,924,,,338,,586,,12252,10758,1494,12252,4782,7470,,,,
30063,Chontla,2814,2483,331,2814,2814,166,82,867,930,326,443,14296,13103,1193,14296,14296,,,,,
30064,Chumatlán,547,457,90,547,547,4,,75,187,281,,2690,2344,346,2690,2690,,,,,
30065,Emiliano Zapata,7595,6379,1216,7595,5017,145,81,1121,1329,2341,,36066,31316,4750,36066,24138,11928,,,,
30066,Espinal,4422,3808,614,4422,3290,64,73,838,1676,639,,23645,21085,2560,23645,18196,5449,,,,
30067,Filomeno Mata,1300,1097,203,1300,180,,,98,82,,,7991,6963,1028,7991,1160,6831,,,,
30068,Fortín,7656,5952,1704,7656,1177,72,52,326,446,281,,36356,29462,6894,36356,5873,12947,17536,,,
30069,Gutiérrez Zamora,5752,4582,1170,5752,2765,41,14,850,432,939,489,27497,23019,4478,27497,14015,13482,,,,
30070,Hidalgotitlán,4417,4000,417,4417,3663,205,192,2207,894,165,,23797,22033,1764,23797,20104,3693,,,,
30071,Huatusco,7239,5821,1418,7239,2946,5,,1256,852,833,,37839,31908,5931,37839,16891,,20948,,,
30072,Huayacocotla,3513,2763,750,3513,2821,121,243,1603,664,190,,17875,14920,2955,17875,14800,3075,,,,
30073,Hueyapan de Ocampo,7842,6766,1076,7842,4768,118,60,1331,1809,933,517,37528,33516,4012,37528,23756,13772,,,,
30074,Huiloapan de Cuauhtémoc,946,777,169,946,269,6,,110,153,,,4719,3982,737,4719,1418,3301,,,,
30075,Ignacio de la Llave,4071,3112,959,4071,2899,24,31,1084,1053,707,,19528,15650,3878,19528,14445,5083,,,,
30076,Ilamatlán,2635,2151,484,2635,2635,20,37,615,1223,740,,12386,10662,1724,12386,12386,,,,,
30077,Isla,6391,5223,1168,6391,2500,437,337,1425,301,,,30971,26189,4782,30971,12730,,18241,,,
30078,Ixcatepec,2343,2117,226,2343,1792,21,220,1090,253,208,,12353,11376,977,12353,9460,2893,,,,
30079,Ixhuacán de los Reyes,1519,1347,172,1519,1519,51,49,624,365,,430,8468,7783,685,8468,8468,,,,,
30080,Ixhuatlán del Café,3117,2648,469,3117,2022,32,41,386,662,901,,16935,14875,2060,16935,11139,5796,,,,
30081,Ixhuatlancillo,1385,1141,244,1385,650,,,216,,434,,6461,5505,956,6461,3069,3392,,,,
30082,Ixhuatlán del Sureste,2343,2025,318,2343,810,68,42,432,268,,,11637,10296,1341,11637,4144,7493,,,,
30083,Ixhuatlán de Madero,8495,7273,1222,8495,7915,102,182,3204,2789,1638,,45317,40279,5038,45317,42458,2859,,,,
30084,Ixmatlahuacan,1292,1151,141,1292,1292,189,110,260,435,298,,6038,5458,580,6038,6038,,,,,
30085,Ixtaczoquitlán,8754,7345,1409,8754,3726,35,38,536,472,2113,532,43429,37368,6061,43429,19147,24282,,,,
30086,Jalacingo,4610,3765,845,4610,3503,5,26,481,948,1665,378,25133,21378,3755,25133,19152,5981,,,,
30087,Xalapa,65712,48094,17618,65712,1154,38,25,440,250,,401,284193,219400,64793,284193,5821,3095,,275277,,
30088,Jalcomulco,886,751,135,886,886,,,38,,331,517,4065,3585,480,4065,4065,,,,,
30089,Jáltipan,7923,6535,1388,7923,1223,215,62,645,104,197,,38352,32763,5589,38352,6549,,31803,,,
30090,Jamapa,1892,1526,366,1892,1206,78,57,778,293,,,9034,7499,1535,9034,5877,3157,,,,
30091,Jesús Carranza,5079,4310,769,5079,4288,276,315,2157,747,341,452,27527,23968,3559,27527,23714,3813,,,,
30092,Xico,4673,3821,852,4673,1052,48,100,577,121,206,,23592,20186,3406,23592,6213,17379,,,,
30093,Jilotepec,2226,1866,360,2226,1710,41,56,331,368,451,463,11492,9896,1596,11492,8690,2802,,,,
30094,Juan Rodríguez Clara,6702,5705,997,6702,3717,251,58,1758,770,469,411,33043,28973,4070,33043,18910,14133,,,,
30095,Juchique de Ferrer,3847,3235,612,3847,3205,215,179,1173,807,314,517,18795,16406,2389,18795,15931,2864,,,,
30096,Landero y Coss,330,249,81,330,330,2,,49,,279,,1669,1343,326,1669,1669,,,,,
30097,Lerdo de Tejada,4695,3724,971,4695,311,76,31,45,159,,,20160,16520,3640,20160,1417,,18743,,,
30098,Magdalena,377,342,35,377,377,,,264,113,,,1724,1582,142,1724,1724,,,,,
30099,Maltrata,2151,1801,350,2151,686,10,71,385,,220,,12184,10519,1665,12184,3804,8380,,,,
30100,Manlio Fabio Altamirano,4179,3471,708,4179,3244,78,106,1703,262,577,518,19140,16509,2631,19140,15016,4124,,,,
30101,Mariano Escobedo,3713,3237,476,3713,2319,21,38,981,137,741,401,18595,16746,1849,18595,12653,5942,,,,
30102,Martínez de la Torre,21807,17568,4239,21807,7240,525,155,1961,3381,731,487,101647,84664,16983,101647,35997,29463,36187,,,
30103,Mecatlán,1513,1349,164,1513,801,,,369,145,287,,8156,7450,706,8156,4595,3561,,,,
30104,Mecayapan,3481,3188,293,3481,1790,85,21,818,195,227,444,18017,16745,1272,18017,9465,8552,,,,
30105,Medellín,6445,5075,1370,6445,3235,215,197,1612,375,836,,28953,23469,5484,28953,15037,13916,,,,
30106,Miahuatlán,642,523,119,642,642,11,10,143,,,478,3300,2864,436,3300,3300,,,,,
30107,Las Minas,424,364,60,424,424,,,424,,,,2544,2214,330,2544,2544,,,,,
30108,Minatitlán,41045,33991,7054,41045,9933,292,424,4473,1890,1934,920,193490,165924,27566,193490,53152,,,140338,,
30109,Misantla,11530,9530,2000,11530,7477,194,267,2811,2177,2028,,57445,49214,8231,57445,38748,,18697,,,
30110,Mixtla de Altamirano,1392,1180,212,1392,1392,24,131,865,372,,,7004,6113,891,7004,7004,,,,,
30111,Moloacán,3553,3057,496,3553,1794,137,91,469,486,611,,17855,15820,2035,17855,9426,8429,,,,
30112,Naolinco,3158,2605,553,3158,1748,35,24,614,308,767,,15344,13257,2087,15344,8897,6447,,,,
30113,Naranjal,613,503,110,613,613,5,17,252,,339,,3170,2682,488,3170,3170,,,,,
30114,Nautla,2290,1864,426,2290,1642,234,127,585,696,,,10111,8620,1491,10111,7558,2553,,,,
30115,Nogales,5828,4726,1102,5828,1299,9,50,659,385,196,,27231,23043,4188,27231,7018,,20213,,,
30116,Oluta,2264,1897,367,2264,344,98,24,110,112,,,11490,9850,1640,11490,1893,9597,,,,
30117,Omealca,4057,3351,706,4057,3361,25,42,1292,1535,467,,21222,18068,3154,21222,17942,3280,,,,
30118,Orizaba,25944,19667,6277,25944,,,,,,,,111540,88981,22559,111540,,,,111540,,
30119,Otatitlán,1167,923,244,1167,136,59,77,,,,,5310,4388,922,5310,685,4625,,,,
30120,Oteapan,1994,1703,291,1994,46,17,,29,,,,10613,9437,1176,10613,225,10388,,,,
30121,Ozuluama de Mascareñas,5425,4837,588,5425,4717,1651,294,1874,609,289,,25634,23406,2228,25634,22551,3083,,,,
30122,Pajapan,2278,1951,327,2278,1187,34,21,431,113,588,,11286,10065,1221,11286,5968,5318,,,,
30123,Pánuco,18034,15540,2494,18034,9802,898,325,3907,1799,1931,942,86924,76832,10092,86924,48460,9084,29380,,,
30124,Papantla,29001,24272,4729,29001,14303,243,150,3770,6195,3153,792,154768,134438,20330,154768,82160,27481,45127,,,
30125,Paso del Macho,4204,3660,544,4204,2260,245,229,1336,450,,,22499,20223,2276,22499,12812,9687,,,,
30126,Paso de Ovejas,6167,5146,1021,6167,4643,92,49,1140,1631,706,1025,28362,24536,3826,28362,21568,6794,,,,
30127,La Perla,2391,2162,229,2391,2391,33,65,1092,832,,369,12938,12023,915,12938,12938,,,,,
30128,Perote,7605,6243,1362,7605,2346,14,35,328,580,975,414,41821,35496,6325,41821,13595,5369,22857,,,
30129,Platón Sánchez,3396,2867,529,3396,1466,280,158,820,208,,,17383,15212,2171,17383,7761,9622,,,,
30130,Playa Vicente,9137,7766,1371,9137,5793,226,157,2992,1117,876,425,48892,42851,6041,48892,32355,16537,,,,
30131,Poza Rica de Hidalgo,33577,25413,8164,33577,,,,,,,,149542,118189,31353,149542,,,,149542,,
30132,Las Vigas de Ramírez,1985,1562,423,1985,756,49,59,491,157,,,11053,9138,1915,11053,4575,6478,,,,
30133,Pueblo Viejo,9599,8144,1455,9599,1008,95,138,775,,,,44554,38827,5727,44554,4844,39710,,,,
30134,Puente Nacional,3758,3168,590,3758,2798,72,48,1155,748,775,,17488,15221,2267,17488,13359,4129,,,,
30135,Rafael Delgado,1920,1619,301,1920,153,18,32,103,,,,11007,9503,1504,11007,920,10087,,,,
30136,Rafael Lucio,794,672,122,794,315,2,23,146,144,,,4242,3744,498,4242,1704,2538,,,,
30137,Los Reyes,641,535,106,641,641,16,57,344,224,,,3204,2794,410,3204,3204,,,,,
30138,Río Blanco,8478,6563,1915,8478,11,11,,,,,,37383,30208,7175,37383,54,,37329,,,
30139,Saltabarranca,1346,1130,216,1346,620,108,61,204,,247,,6002,5239,763,6002,2843,3159,,,,
30140,San Andrés Tenejapan,309,265,44,309,309,2,,307,,,,1777,1556,221,1777,1777,,,,,
30141,San Andrés Tuxtla,23387,19827,3560,23387,10906,128,210,2292,3803,4473,,121789,106614,15175,121789,59977,13869,47943,,,
30142,San Juan Evangelista,6213,5301,912,6213,4435,337,159,1772,1442,725,,32678,28702,3976,32678,24051,8627,,,,
30143,Santiago Tuxtla,9841,8348,1493,9841,6368,241,280,2286,2456,333,772,50831,44715,6116,50831,34055,16776,,,,
30144,Sayula de Alemán,4664,3956,708,4664,2485,298,63,813,,1311,,25162,21935,3227,25162,13360,11802,,,,
30145,Soconusco,1897,1610,287,1897,1048,70,28,248,252,,450,9633,8397,1236,9633,5394,4239,,,,
30146,Sochiapa,417,361,56,417,417,,10,75,134,198,,2564,2254,310,2564,2564,,,,,
30147,Soledad Atzompa,2061,1890,171,2061,1641,,39,862,740,,,12320,11345,975,12320,9574,2746,,,,
30148,Soledad de Doblado,5306,4443,863,5306,2862,246,354,1874,388,,,26396,22933,3463,26396,15142,11254,,,,
30149,Soteapan,4564,4096,468,4564,3873,121,104,1206,640,965,837,22781,21090,1691,22781,19702,3079,,,,
30150,Tamalín,2275,1992,283,2275,1444,154,144,610,167,369,,11308,10301,1007,11308,7167,4141,,,,
30151,Tamiahua,5861,5101,760,5861,4545,293,200,2151,1313,588,,29315,26432,2883,29315,23516,5799,,,,
30152,Tampico Alto,3142,2789,353,3142,3142,433,217,1723,343,426,,14147,12932,1215,14147,14147,,,,,
30153,Tancoco,1430,1241,189,1430,1430,40,,522,181,687,,6948,6281,667,6948,6948,,,,,
30154,Tantima,2706,2382,324,2706,2706,239,146,1609,216,496,,13988,12724,1264,13988,13988,,,,,
30155,Tantoyuca,16568,14462,2106,16568,12121,583,590,8406,2085,457,,83987,75569,8418,83987,62107,,21880,,,
30156,Tatatila,801,671,130,801,801,,40,384,377,,,4727,4153,574,4727,4727,,,,,
30157,Castillo de Teayo,3350,2949,401,3350,2606,36,59,824,384,1303,,18435,16675,1760,18435,14636,3799,,,,
30158,Tecolutla,4952,4204,748,4952,3799,303,142,1198,1497,207,452,24920,21771,3149,24920,19395,5525,,,,
30159,Tehuipango,2180,1925,255,2180,2180,,36,967,608,569,,12423,11051,1372,12423,12423,,,,,
30160,Álamo Temapache,19040,16266,2774,19040,13018,334,243,4539,4778,2303,821,101300,89158,12142,101300,72115,8701,20484,,,
30161,Tempoal,6619,5880,739,6619,4138,722,267,2037,415,697,,34375,31298,3077,34375,22296,12079,,,,
30162,Tenampa,863,751,112,863,863,,,288,265,310,,5015,4518,497,5015,5015,,,,,
30163,Tenochtitlán,955,792,163,955,955,28,38,339,,201,349,5540,4803,737,5540,5540,,,,,
30164,Teocelo,2640,2100,540,2640,1049,14,14,132,558,331,,12895,10850,2045,12895,5444,7451,,,,
30165,Tepatlaxco,1197,1074,123,1197,1197,8,,161,341,687,,6796,6268,528,6796,6796,,,,,
30166,Tepetlán,1481,1294,187,1481,1481,21,,338,330,792,,7528,6811,717,7528,7528,,,,,
30167,Tepetzintla,2467,2182,285,2467,1638,99,41,552,404,542,,12605,11501,1104,12605,8486,4119,,,,
30168,Tequila,1990,1723,267,1990,1990,8,11,1057,431,,483,9613,8677,936,9613,9613,,,,,
30169,José Azueta,4767,3916,851,4767,2779,172,176,1038,963,430,,23523,20022,3501,23523,14021,9502,,,,
30170,Texcatepec,1475,1329,146,1475,1475,86,60,660,468,201,,7529,6986,543,7529,7529,,,,,
30171,Texhuacán,665,565,100,665,665,24,39,376,,226,,3801,3363,438,3801,3801,,,,,
30172,Texistepec,3361,2962,399,3361,1695,148,63,880,604,,,18134,16414,1720,18134,9259,8875,,,,
30173,Tezonapa,9860,8515,1345,9860,7427,96,243,2458,2204,1977,449,52000,46278,5722,52000,40284,11716,,,,
30174,Tierra Blanca,17782,14177,3605,17782,9010,844,740,4657,1661,596,512,84428,70165,14263,84428,45559,,38869,,,
30175,Tihuatlán,14851,12471,2380,14851,9170,457,252,2764,1859,3355,483,76702,66402,10300,76702,49048,27654,,,,
30176,Tlacojalpan,1008,856,152,1008,162,52,27,83,,,,4477,3881,596,4477,743,3734,,,,
30177,Tlacolulan,1282,1106,176,1282,1282,21,16,885,161,199,,7528,6710,818,7528,7528,,,,,
30178,Tlacotalpan,3464,2775,689,3464,1411,363,303,745,,,,15623,12988,2635,15623,6715,8908,,,,
30179,Tlacotepec de Mejía,643,531,112,643,643,12,,54,112,,465,3155,2739,416,3155,3155,,,,,
30180,Tlachichilco,2015,1780,235,2015,2015,124,224,809,386,472,,10230,9332,898,10230,10230,,,,,
30181,Tlalixcoyan,7647,6133,1514,7647,5983,415,320,2487,1559,650,552,35664,29455,6209,35664,28197,7467,,,,
30182,Tlalnelhuayocan,1241,1032,209,1241,1241,27,36,378,226,574,,6880,5942,938,6880,6880,,,,,
30183,Tlapacoyan,9345,7416,1929,9345,3775,77,73,925,1024,1314,362,44961,37037,7924,44961,19313,,25648,,,
30184,Tlaquilpa,740,650,90,740,740,84,109,291,72,184,,4800,4320,480,4800,4800,,,,,
30185,Tlilapan,600,526,74,600,600,,21,17,275,287,,3064,2724,340,3064,3064,,,,,
30186,Tomatlán,1090,902,188,1090,393,,40,69,284,,,5517,4784,733,5517,2153,3364,,,,
30187,Tonayán,711,586,125,711,711,7,,178,327,199,,4080,3540,540,4080,4080,,,,,
30188,Totutla,2450,2107,343,2450,1909,7,7,710,419,766,,13045,11601,1444,13045,10294,2751,,,,
30189,Tuxpan,25125,20568,4557,25125,7119,440,244,2610,3119,706,,117122,99723,17399,117122,36591,12487,68044,,,
30190,Tuxtilla,550,478,72,550,550,13,,,,,537,2212,1976,236,2212,2212,,,,,
30191,Ursulo Galván,6353,5180,1173,6353,2403,49,,450,1346,558,,27109,22949,4160,27109,10602,16507,,,,
30192,Vega de Alatorre,4007,3253,754,4007,1530,331,171,662,366,,,18019,15203,2816,18019,6958,11061,,,,
30193,Veracruz,78702,59004,19698,78702,2894,124,51,525,947,686,561,323262,254778,68484,323262,12992,12182,,298088,,
30194,Villa Aldama,1160,947,213,1160,1160,,7,45,227,532,349,6380,5480,900,6380,6380,,,,,
30195,Xoxocotla,564,483,81,564,564,3,30,117,97,,317,3696,3244,452,3696,3696,,,,,
30196,Yanga,3394,2630,764,3394,1686,15,46,258,691,676,,16449,13239,3210,16449,8521,7928,,,,
30197,Yecuatla,2524,2094,430,2524,1854,37,68,1016,510,223,,13423,11463,1960,13423,10005,3418,,,,
30198,Zacualpan,1537,1272,265,1537,1537,129,147,1054,207,,,7574,6572,1002,7574,7574,,,,,
30199,Zaragoza,1143,1025,118,1143,127,34,25,68,,,,6611,6062,549,6611,770,5841,,,,
30200,Zentla,2047,1814,233,2047,2047,17,81,1093,688,168,,11707,10648,1059,11707,11707,,,,,
30201,Zongolica,6538,5457,1081,6538,5628,80,286,3807,1455,,,33908,29250,4658,33908,29403,4505,,,,
30202,Zontecomatlán de López y Fuentes,1936,1690,246,1936,1936,185,288,1136,327,,,10169,9184,985,10169,10169,,,,,
30203,Zozocolco de Hidalgo,2165,1914,251,2165,1614,,12,469,779,354,,11781,10761,1020,11781,9020,2761,,,,
30204,Agua Dulce,10044,8444,1600,10044,1676,112,34,676,481,373,,46482,40319,6163,46482,8482,,38000,,,
30205,El Higo,4201,3714,487,4201,2486,233,67,1189,997,,,20988,19060,1928,20988,12894,8094,,,,
30206,Nanchital de Lázaro Cárdenas del Río,5898,4994,904,5898,215,19,8,188,,,,26273,22862,3411,26273,1102,,25171,,,
30207,Tres Valles,8715,7313,1402,8715,4038,259,235,1717,1033,794,,42337,36586,5751,42337,20525,6321,15491,,,
30208,Carlos A. Carrillo,,,,,,,,,,,,,,,,,,,,,
30209,Tatahuicapan de Juárez,,,,,,,,,,,,,,,,,,,,,
30210,Uxpanapa,,,,,,,,,,,,,,,,,,,,,
30211,San Rafael,,,,,,,,,,,,,,,,,,,,,
30212,Santiago Sochiapan,,,,,,,,,,,,,,,,,,,,,
30996,No especificado,,,,,,,,,,,,,,,,,,,,,
30997,Otros estados,,,,,,,,,,,,,,,,,,,,,
30998,Otros municipios,,,,,,,,,,,,,,,,,,,,,
31,Yucatán,278951,239229,39722,278951,54748,4665,1499,10900,10951,19515,7218,1342520,1194634,147886,1342520,285542,307196,232887,516895,,
31001,Abalá,906,808,98,906,906,,,248,97,561,,4407,4032,375,4407,4407,,,,,
31002,Acanceh,2002,1842,160,2002,606,5,26,113,235,227,,11121,10452,669,11121,3278,7843,,,,
31003,Akil,1291,1176,115,1291,32,24,8,,,,,7386,6866,520,7386,169,7217,,,,
31004,Baca,1035,910,125,1035,194,29,16,35,114,,,5075,4598,477,5075,1012,4063,,,,
31005,Bokobá,350,313,37,350,350,,,,,350,,1930,1764,166,1930,1930,,,,,
31006,Buctzotz,1433,1325,108,1433,261,95,29,36,101,,,7028,6578,450,7028,1286,5742,,,,
31007,Cacalchén,1068,988,80,1068,8,8,,,,,,5789,5471,318,5789,32,5757,,,,
31008,Calotmul,747,683,64,747,232,21,,73,138,,,3820,3608,212,3820,1197,2623,,,,
31009,Cansahcab,1077,936,141,1077,103,11,,92,,,,4888,4381,507,4888,463,4425,,,,
31010,Cantamayec,349,311,38,349,349,52,,75,,222,,1893,1755,138,1893,1893,,,,,
31011,Celestún,987,918,69,987,54,14,,40,,,,4461,4220,241,4461,213,4248,,,,
31012,Cenotillo,791,643,148,791,101,30,,71,,,,3445,2885,560,3445,439,3006,,,,
31013,Conkal,1260,1127,133,1260,257,13,,26,,218,,6316,5809,507,6316,1325,4991,,,,
31014,Cuncunul,213,196,17,213,213,22,24,,167,,,1127,1063,64,1127,1127,,,,,
31015,Cuzamá,659,610,49,659,190,4,,77,109,,,3569,3323,246,3569,952,2617,,,,
31016,Chacsinkín,289,269,20,289,289,17,10,24,,238,,1833,1737,96,1833,1833,,,,,
31017,Chankom,697,667,30,697,697,46,53,271,327,,,3857,3738,119,3857,3857,,,,,
31018,Chapab,542,480,62,542,542,17,,,149,376,,2612,2390,222,2612,2612,,,,,
31019,Chemax,3046,2689,357,3046,1429,339,111,407,395,177,,16238,14680,1558,16238,7516,8722,,,,
31020,Chicxulub Pueblo,620,546,74,620,27,17,10,,,,,3038,2716,322,3038,119,2919,,,,
31021,Chichimilá,928,813,115,928,300,104,49,147,,,,5193,4665,528,5193,1526,3667,,,,
31022,Chikindzonot,485,452,33,485,485,23,36,66,101,259,,2709,2548,161,2709,2709,,,,,
31023,Chocholá,800,689,111,800,17,17,,,,,,3621,3237,384,3621,54,3567,,,,
31024,Chumayel,465,405,60,465,465,5,,,,,460,2403,2152,251,2403,2403,,,,,
31025,Dzán,580,535,45,580,1,1,,,,,,3609,3384,225,3609,4,3605,,,,
31026,Dzemul,760,654,106,760,69,19,30,20,,,,3102,2765,337,3102,272,2830,,,,
31027,Dzidzantún,1617,1457,160,1617,28,28,,,,,,7201,6685,516,7201,110,7091,,,,
31028,Dzilam de Bravo,446,417,29,446,446,22,,,,424,,1963,1870,93,1963,1963,,,,,
31029,Dzilam González,1129,1043,86,1129,58,58,,,,,,5068,4788,280,5068,213,4855,,,,
31030,Dzitás,650,598,52,650,126,5,12,,109,,,3426,3224,202,3426,700,2726,,,,
31031,Dzoncauich,524,469,55,524,524,5,,85,,,434,2595,2359,236,2595,2595,,,,,
31032,Espita,2121,1907,214,2121,531,72,,316,143,,,10851,10020,831,10851,2682,8169,,,,
31033,Halachó,2799,2574,225,2799,1225,12,,102,83,676,352,14982,14195,787,14982,6780,8202,,,,
31034,Hocabá,860,802,58,860,215,2,,,,213,,4962,4705,257,4962,1394,3568,,,,
31035,Hoctún,1057,917,140,1057,89,2,15,72,,,,5153,4636,517,5153,560,4593,,,,
31036,Homún,967,876,91,967,163,18,20,,125,,,5302,4941,361,5302,850,4452,,,,
31037,Huhí,732,662,70,732,37,3,,34,,,,3710,3421,289,3710,135,3575,,,,
31038,Hunucmá,3745,3394,351,3745,737,19,,67,,298,353,21035,19562,1473,21035,3980,,17055,,,
31039,Ixil,474,422,52,474,12,12,,,,,,2534,2335,199,2534,49,2485,,,,
31040,Izamal,4236,3665,571,4236,977,21,,59,,897,,21643,19447,2196,21643,5452,16191,,,,
31041,Kanasín,4735,4267,468,4735,449,41,12,66,330,,,24027,21984,2043,24027,2429,,21598,,,
31042,Kantunil,948,685,263,948,335,3,,,,332,,4622,3509,1113,4622,1726,2896,,,,
31043,Kaua,303,288,15,303,303,32,,27,,244,,1669,1605,64,1669,1669,,,,,
31044,Kinchil,906,807,99,906,43,5,,38,,,,4552,4204,348,4552,193,4359,,,,
31045,Kopomá,432,400,32,432,432,20,13,94,,305,,2011,1918,93,2011,2011,,,,,
31046,Mama,439,407,32,439,439,11,,,,,428,2437,2314,123,2437,2437,,,,,
31047,Maní,775,722,53,775,137,7,,,130,,,4154,3936,218,4154,736,3418,,,,
31048,Maxcanú,3157,2934,223,3157,1271,8,,289,747,227,,17124,16217,907,17124,7123,10001,,,,
31049,Mayapán,326,312,14,326,326,16,,,,310,,1829,1785,44,1829,1829,,,,,
31050,Mérida,124266,101510,22756,124266,4229,244,56,1455,1222,503,749,549861,470344,79517,549861,22159,10807,,516895,,
31051,Mocochá,483,443,40,483,483,5,,154,,324,,2435,2263,172,2435,2435,,,,,
31052,Motul,5275,4661,614,5275,1804,39,44,496,673,552,,26409,23922,2487,26409,9217,,17192,,,
31053,Muna,1867,1665,202,1867,141,20,26,95,,,,10020,9128,892,10020,729,9291,,,,
31054,Muxupip,451,395,56,451,451,8,,62,,,381,2397,2147,250,2397,2397,,,,,
31055,Opichén,775,710,65,775,197,8,,,189,,,4232,3935,297,4232,1019,3213,,,,
31056,Oxkutzcab,3777,3319,458,3777,710,68,13,83,546,,,21287,19215,2072,21287,4324,,16963,,,
31057,Panabá,1464,1360,104,1464,424,145,13,76,190,,,6974,6618,356,6974,1987,4987,,,,
31058,Peto,3486,3034,452,3486,892,221,55,519,97,,,18567,16700,1867,18567,4713,13854,,,,
31059,Progreso,8332,7070,1262,8332,591,26,26,,118,421,,37352,32790,4562,37352,2521,,34831,,,
31060,Quintana Roo,213,186,27,213,213,4,,,,209,,1038,946,92,1038,1038,,,,,
31061,Río Lagartos,581,552,29,581,581,27,,,178,376,,2589,2477,112,2589,2589,,,,,
31062,Sacalum,688,578,110,688,184,5,,179,,,,3302,2857,445,3302,778,2524,,,,
31063,Samahil,646,610,36,646,646,4,,,101,192,349,3772,3610,162,3772,3772,,,,,
31064,Sanahcat,276,244,32,276,276,1,,,,275,,1480,1332,148,1480,1480,,,,,
31065,San Felipe,353,340,13,353,353,54,,,,299,,1452,1410,42,1452,1452,,,,,
31066,Santa Elena,432,397,35,432,42,4,,38,,,,2544,2392,152,2544,184,2360,,,,
31067,Seyé,1266,1132,134,1266,66,25,,41,,,,6424,5822,602,6424,317,6107,,,,
31068,Sinanché,696,620,76,696,97,3,,94,,,,3065,2826,239,3065,459,2606,,,,
31069,Sotuta,1406,1249,157,1406,524,47,,,222,255,,7213,6554,659,7213,2621,4592,,,,
31070,Sucilá,691,631,60,691,48,48,,,,,,3288,3070,218,3288,163,3125,,,,
31071,Sudzal,268,238,30,268,268,37,,31,,200,,1290,1182,108,1290,1290,,,,,
31072,Suma,419,387,32,419,419,6,13,,,400,,2012,1878,134,2012,2012,,,,,
31073,Tahdziú,413,393,20,413,413,71,8,26,,308,,2384,2269,115,2384,2384,,,,,
31074,Tahmek,800,712,88,800,112,1,16,,95,,,3829,3470,359,3829,613,3216,,,,
31075,Teabo,760,635,125,760,34,34,,,,,,4082,3519,563,4082,202,3880,,,,
31076,Tecoh,2204,2038,166,2204,1020,13,10,299,256,442,,12089,11448,641,12089,5521,6568,,,,
31077,Tekal de Venegas,430,391,39,430,430,15,,,,,415,2181,2024,157,2181,2181,,,,,
31078,Tekantó,796,702,94,796,134,5,,129,,,,3963,3567,396,3963,639,3324,,,,
31079,Tekax,4963,4455,508,4963,1737,204,112,348,229,844,,28083,25921,2162,28083,9795,,18288,,,
31080,Tekit,1189,1100,89,1189,39,39,,,,,,6709,6326,383,6709,188,6521,,,,
31081,Tekom,463,372,91,463,463,30,11,61,,361,,2309,1948,361,2309,2309,,,,,
31082,Telchac Pueblo,867,727,140,867,,,,,,,,3352,2918,434,3352,,3352,,,,
31083,Telchac Puerto,262,233,29,262,262,4,,,,258,,1109,994,115,1109,1109,,,,,
31084,Temax,1333,1188,145,1333,143,14,11,118,,,,6623,6054,569,6623,652,5971,,,,
31085,Temozón,1790,1688,102,1790,1085,148,11,226,73,627,,9571,9169,402,9571,5886,3685,,,,
31086,Tepakán,500,448,52,500,500,2,,25,,,473,2434,2230,204,2434,2434,,,,,
31087,Tetiz,670,623,47,670,96,5,11,80,,,,3383,3202,181,3383,548,2835,,,,
31088,Teya,443,400,43,443,443,4,,,,,439,2092,1918,174,2092,2092,,,,,
31089,Ticul,4906,4168,738,4906,634,49,12,,,573,,26415,23182,3233,26415,3700,,22715,,,
31090,Timucuy,777,732,45,777,335,9,,,84,242,,4728,4517,211,4728,2044,2684,,,,
31091,Tinum,1326,1240,86,1326,740,51,10,50,297,332,,6925,6557,368,6925,3863,3062,,,,
31092,Tixcacalcupul,807,709,98,807,807,85,24,195,139,364,,4298,3902,396,4298,4298,,,,,
31093,Tixkokob,2685,2415,270,2685,960,6,11,113,99,731,,13538,12484,1054,13538,5152,8386,,,,
