Área Geográfica,,Estadística de defunciones generales,,,,,,,,,,,,,,,,,,,,,,,
,,Defunciones por homicidio,,,,,,,,,,,,,,,,,,,,,,,
,,Defunciones por homicidio,,,,,,,,,,,,,,,,,,,,,,,
,,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990
,,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión
Clave,Nombre,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total
21154,Tecamachalco,10,3,1,1,1,3,,4,5,3,,3,4,5,5,8,2,4,5,4,12,11,5,10
21155,Tecomatlán,,,2,2,,2,2,,2,1,1,2,1,2,,1,1,3,2,5,,1,1,
21156,Tehuacán,33,27,32,24,17,16,20,19,13,21,10,19,26,21,20,34,17,39,38,36,24,22,7,15
21157,Tehuitzingo,1,2,2,2,2,,3,,1,2,3,2,8,7,1,,5,1,2,3,3,6,1,3
21158,Tenampulco,1,1,,,,,,,,3,,,,,1,3,,,,3,2,1,2,1
21159,Teopantlán,,,,1,,,,,,,,,,4,,,1,,,,1,,,
21160,Teotlalco,,,1,,,,,2,,,,1,,,1,1,,2,,,1,,,
21161,Tepanco de López,,2,2,2,1,2,2,,1,,1,,,,,3,1,,,,,,,
21162,Tepango de Rodríguez,,,1,1,,,,,,,,,,,,,,,,,,,,
21163,Tepatlaxco de Hidalgo,,1,,1,2,,,,1,,2,,2,,,,,,2,1,,2,,
21164,Tepeaca,7,4,12,3,5,2,1,2,2,3,5,,5,2,3,3,3,4,1,1,4,,1,3
21165,Tepemaxalco,2,,,,,,,,,,,,,1,,,,,,1,1,,,
21166,Tepeojuma,1,1,2,,,2,2,3,,,1,,1,1,2,1,1,,1,2,1,1,,1
21167,Tepetzintla,1,3,,,1,1,2,,,1,1,1,1,,1,,,,1,2,,1,,2
21168,Tepexco,1,1,1,1,1,1,,2,1,,1,1,,,1,1,,,,,2,,1,
21169,Tepexi de Rodríguez,2,,3,,,1,,2,3,3,3,5,1,,2,,5,4,3,1,7,9,2,1
21170,Tepeyahualco,,1,,,,,,,1,3,,,1,,,,,,,2,1,,1,
21171,Tepeyahualco de Cuauhtémoc,,,1,,,,,,,,,,,1,,,,,,,1,,,
21172,Tetela de Ocampo,1,2,,2,2,1,1,2,1,1,,2,2,1,1,1,1,,1,,4,2,2,1
21173,Teteles de Avila Castillo,,,,,,,1,1,,1,,,,,,,,1,,1,,,,
21174,Teziutlán,9,4,5,6,4,6,6,1,3,3,6,6,3,14,7,8,7,4,8,6,12,6,4,8
21175,Tianguismanalco,4,1,,1,,2,,1,3,2,,,1,,1,,,,1,,,,,
21176,Tilapa,3,,4,1,1,,,1,1,,2,1,,1,3,5,2,1,,,,,1,
21177,Tlacotepec de Benito Juárez,2,1,2,2,1,1,3,1,,2,1,1,1,4,2,1,,3,3,7,2,8,3,3
21178,Tlacuilotepec,,6,2,2,2,2,,1,,1,1,3,3,2,4,7,2,4,3,2,1,2,,2
21179,Tlachichuca,1,2,,4,,2,,2,1,1,1,1,,,,2,1,,1,,3,,1,2
21180,Tlahuapan,2,1,4,2,,,,,,,1,1,5,1,,5,,,,2,1,1,4,1
21181,Tlaltenango,1,,,,1,,,1,1,2,,,,,1,,,,1,,,,,1
21182,Tlanepantla,1,,,,,,,,,,,,1,,2,,,,,,2,,,
21183,Tlaola,1,6,11,3,4,2,2,6,,1,1,4,2,1,2,4,3,3,4,4,5,1,2,3
21184,Tlapacoya,1,1,,,,4,,,1,,3,,4,1,4,3,7,5,4,1,2,4,1,3
21185,Tlapanalá,1,,2,,,1,,,,1,,,,1,3,,,,,,,1,1,
21186,Tlatlauquitepec,,1,,1,2,1,2,1,2,1,1,,3,3,3,2,1,3,5,6,2,,2,1
21187,Tlaxco,,,1,,1,,,1,,2,,,1,,2,,,,1,2,,2,,
21188,Tochimilco,,2,2,1,1,2,,2,,4,4,2,2,1,2,5,1,2,1,3,9,6,1,2
21189,Tochtepec,1,1,,1,,2,,,1,,,,1,,,2,2,,,2,1,1,,
21190,Totoltepec de Guerrero,,,,2,,,,,,,,1,,,,,,,,,1,,,
21191,Tulcingo,3,3,3,1,2,,1,3,,,3,,,,3,2,2,2,,4,5,3,2,4
21192,Tuzamapan de Galeana,1,,2,2,,1,,,2,,2,,,,1,,,,1,1,2,1,1,1
21193,Tzicatlacoyan,,1,,1,,,1,2,,,1,,,1,,,,4,,,3,1,,
21194,Venustiano Carranza,14,4,3,12,10,7,2,2,5,5,3,3,4,1,4,4,13,7,6,3,2,4,3,3
21195,Vicente Guerrero,3,5,4,1,,,,3,,2,2,2,3,3,5,2,1,9,2,4,4,2,1,2
21196,Xayacatlán de Bravo,,,2,,1,,,,1,,,,,1,,,,,1,1,,,,
21197,Xicotepec,13,10,16,13,7,12,5,11,11,8,9,6,14,14,12,18,20,23,14,10,12,13,6,8
21198,Xicotlán,,,,,,,,,,,,,,1,1,,,,,,,,,
21199,Xiutetelco,3,6,,1,3,3,1,,2,4,1,4,4,,1,,,2,,,,3,2,1
21200,Xochiapulco,1,,,,,,,1,,,,,,,,,1,,,,,,,
21201,Xochiltepec,,,5,3,2,,,,,1,2,,1,2,,1,2,1,,,,,,
21202,Xochitlán de Vicente Suárez,2,2,,1,1,3,1,,2,4,1,1,2,,2,6,1,1,1,,1,3,,2
21203,Xochitlán Todos Santos,,,,,,,,,,,,,,,,,,,1,,1,,1,2
21204,Yaonáhuac,,,,1,,,,1,1,,,1,,1,,,,,1,,1,,,
21205,Yehualtepec,3,2,,,,3,,3,,1,,1,1,,4,1,,1,1,,,2,1,3
21206,Zacapala,1,,3,1,2,,,,,1,,1,,,,1,,,1,1,1,,,
21207,Zacapoaxtla,3,1,6,3,3,1,2,4,4,4,1,4,2,2,4,1,1,1,3,2,3,5,2,1
21208,Zacatlán,11,7,11,6,9,4,3,10,9,11,5,12,5,8,9,12,7,8,11,12,14,18,14,20
21209,Zapotitlán,1,1,,,,,,,,,,,,,,1,,,1,1,,,,
21210,Zapotitlán de Méndez,,,,1,,1,,,,1,1,1,1,,,,1,,,,,,,
21211,Zaragoza,2,,2,2,,1,,,,,,,,1,,2,,,,,1,,,
21212,Zautla,,,1,,1,1,1,,,,1,1,,,,,1,1,1,1,,,1,1
21213,Zihuateutla,2,2,,2,2,,2,1,2,1,3,1,1,3,9,2,8,3,1,4,2,4,1,2
21214,Zinacatepec,1,,2,,,1,2,1,,1,,,,1,2,1,2,1,1,,2,,,
21215,Zongozotla,1,,,,,,,,,,,,,,,,,,,,,,,
21216,Zoquiapan,,,,,1,,,,,,,1,,,,,,,,,,,,
21217,Zoquitlán,3,5,,3,4,1,,3,2,2,3,6,2,2,5,2,2,1,1,2,2,,,2
21996,No especificado,1,,1,1,,1,,,,1,2,,1,,1,3,1,,,1,4,1,1,1
21997,Otros estados,,,,,,,,,,,,,,,,,,,,,,,,
21998,Otros municipios,,,,,,,,,,,,,,,,,,,,,,,,
22,Querétaro,130,118,116,76,83,72,54,63,72,68,72,67,104,101,97,85,96,109,84,99,86,79,79,91
22001,Amealco de Bonfil,9,7,8,3,3,,2,1,4,2,3,1,2,5,7,7,5,10,5,9,3,1,5,5
22002,Pinal de Amoles,1,3,3,,2,2,5,5,3,1,4,4,5,1,2,5,6,5,2,4,3,4,7,4
22003,Arroyo Seco,,,2,,1,,,,,,1,,2,1,2,,2,1,,2,4,,,5
22004,Cadereyta de Montes,2,2,4,4,4,3,1,3,4,2,1,1,9,,4,3,2,3,3,5,5,3,4,3
22005,Colón,2,2,1,2,4,5,3,,3,3,4,3,6,3,4,2,2,3,3,2,2,7,1,3
22006,Corregidora,9,3,3,3,5,8,4,2,5,2,3,5,2,4,3,3,2,3,,1,6,5,2,6
22007,Ezequiel Montes,2,1,1,1,1,,1,4,,1,2,3,3,1,,2,2,7,1,1,,1,,2
22008,Huimilpan,1,1,5,1,1,1,,1,1,3,1,1,3,1,,5,3,3,2,2,4,1,1,
22009,Jalpan de Serra,1,1,2,2,2,1,2,,1,1,1,2,,4,,1,2,2,4,2,1,,,2
22010,Landa de Matamoros,2,,,,3,3,2,1,2,,3,2,3,7,10,3,3,2,8,6,2,2,5,6
22011,El Marqués,7,4,8,3,3,2,3,2,4,2,2,3,9,7,4,2,7,1,5,6,4,1,4,1
22012,Pedro Escobedo,5,7,2,3,3,6,1,2,1,6,2,3,,2,3,2,5,7,2,3,2,5,2,5
22013,Peñamiller,,,,1,,1,,1,,,,,3,4,1,,,1,,,1,1,,5
22014,Querétaro,67,62,55,38,34,30,20,27,34,33,31,32,42,46,36,35,31,37,38,45,37,34,38,28
22015,San Joaquín,,,1,1,1,2,,,1,,,,,,,,1,1,,,1,,2,1
22016,San Juan del Río,19,19,16,14,14,8,8,11,8,8,8,5,11,12,17,12,19,18,4,7,5,13,6,12
22017,Tequisquiapan,3,5,4,,1,,1,2,,2,3,1,2,3,3,3,2,5,3,3,5,,2,2
22018,Tolimán,,1,,,1,,1,,1,2,3,1,1,,1,,2,,3,1,1,1,,1
22996,No especificado,,,1,,,,,1,,,,,1,,,,,,1,,,,,
22997,Otros estados,,,,,,,,,,,,,,,,,,,,,,,,
23,Quintana Roo,162,155,164,142,137,140,118,64,73,119,123,67,97,76,83,69,79,65,71,155,73,51,54,55
23001,Cozumel,9,3,3,6,5,4,2,1,2,4,2,1,2,2,10,3,2,4,3,1,5,1,1,3
23002,Felipe Carrillo Puerto,1,3,3,1,2,4,1,4,,7,3,1,4,1,5,2,1,3,1,6,2,3,2,3
23003,Isla Mujeres,1,1,5,2,2,,,1,2,2,3,3,3,2,,,,,,2,,,1,2
23004,Othón P. Blanco,35,20,22,24,37,21,22,13,21,28,15,11,18,30,32,18,31,31,27,59,34,17,18,25
23005,Benito Juárez,86,99,111,94,80,90,81,40,31,66,86,37,50,33,28,33,41,18,29,78,32,25,27,19
23006,José María Morelos,3,,,1,,2,,,2,1,,1,4,,,1,,1,3,3,,3,2,3
23007,Lázaro Cárdenas,1,1,,,1,1,1,,,1,2,3,3,,,,3,2,,,,1,3,
23008,Solidaridad,16,21,12,13,9,18,11,5,15,10,12,10,13,8,8,12,1,6,7,6,,,,
23009,Tulum,2,5,4,1,1,,,,,,,,,,,,,,,,,,,
23010,Bacalar,8,,4,,,,,,,,,,,,,,,,,,,,,
23996,No especificado,,2,,,,,,,,,,,,,,,,,1,,,1,,
23997,Otros estados,,,,,,,,,,,,,,,,,,,,,,,,
23998,Otros municipios,,,,,,,,,,,,,,,,,,,,,,,,
24,San Luis Potosí,314,457,343,356,211,200,141,155,132,135,144,156,225,268,278,303,204,209,204,237,236,258,216,231
24001,Ahualulco,2,1,3,2,2,3,1,2,3,3,,1,2,4,5,3,3,4,3,3,3,4,7,2
24002,Alaquines,,,,,,2,,1,1,1,1,1,,,2,1,1,1,1,,1,,1,3
24003,Aquismón,4,4,1,4,4,4,4,3,1,1,3,4,2,3,3,2,5,6,3,2,3,1,2,6
24004,Armadillo de los Infante,1,,,,,,,,,,,,,1,,3,1,1,2,1,2,1,1,
24005,Cárdenas,3,4,3,1,,1,1,1,1,1,1,2,3,,2,2,3,,1,2,1,5,2,1
24006,Catorce,,1,,1,1,,,,1,1,1,,,2,2,2,,,,,,4,,
24007,Cedral,,,1,1,,3,,1,1,1,1,1,2,1,,1,,3,1,,,2,4,1
24008,Cerritos,4,6,1,1,2,1,2,1,,2,1,1,1,2,3,4,2,1,5,5,4,8,4,4
24009,Cerro de San Pedro,,,1,,,,,,,1,1,,,1,,,1,,,,,1,,
24010,Ciudad del Maíz,6,2,6,8,3,2,2,2,3,3,2,5,3,5,2,4,8,8,4,7,9,3,5,7
24011,Ciudad Fernández,6,10,4,10,6,2,4,4,5,3,5,3,2,4,5,9,4,5,3,3,6,5,5,6
24012,Tancanhuitz,8,2,4,2,1,,,3,3,1,,1,1,1,3,,,3,2,5,1,1,2,
24013,Ciudad Valles,30,69,17,71,7,12,11,6,2,8,8,5,7,10,6,12,6,12,17,10,15,4,6,8
24014,Coxcatlán,4,2,2,,,2,,1,,2,1,1,1,,1,,2,,2,,,,1,1
24015,Charcas,1,1,1,1,1,,,2,2,,,1,,2,3,1,,1,,1,1,1,2,1
24016,Ebano,7,2,14,4,6,1,1,1,3,,3,,2,2,6,2,1,3,3,4,4,1,5,4
24017,Guadalcázar,15,1,1,2,2,3,,4,2,1,,5,1,5,7,,3,3,6,7,4,6,5,6
24018,Huehuetlán,3,1,1,2,1,1,,3,3,1,1,,2,3,2,1,2,1,,,,1,,
24019,Lagunillas,,,2,2,,,2,,,1,,2,3,1,1,,,5,,,5,,,
24020,Matehuala,12,13,13,5,6,7,5,2,,6,3,2,5,2,5,8,10,4,9,4,8,10,2,5
24021,Mexquitic de Carmona,5,5,5,6,5,1,2,1,5,1,4,6,6,10,8,3,6,5,4,6,7,7,10,3
24022,Moctezuma,1,3,1,1,1,1,2,1,1,1,4,,5,,4,2,3,3,2,8,6,3,5,2
24023,Rayón,2,3,2,,2,,3,2,4,1,1,1,2,1,1,3,2,,2,3,1,2,4,7
24024,Rioverde,7,10,14,18,9,6,11,4,9,7,8,7,6,7,10,9,11,9,13,16,20,35,17,22
24025,Salinas,,,2,2,1,4,2,3,4,1,1,1,,5,1,4,1,1,4,1,1,,1,3
24026,San Antonio,,,1,1,1,,,,,1,1,,1,,1,,,3,,,,1,,
24027,San Ciro de Acosta,2,,3,,,,,,1,1,1,,,1,1,1,2,2,2,3,1,,2,1
24028,San Luis Potosí,99,202,116,96,67,78,46,45,40,41,39,49,104,100,105,123,48,63,52,65,59,59,51,54
24029,San Martín Chalchicuautla,2,4,,4,3,1,,1,,1,,,,,1,1,2,3,,,2,1,3,
24030,San Nicolás Tolentino,,,,2,3,2,1,,,,,1,2,,2,2,,,,,5,1,1,1
24031,Santa Catarina,,1,2,2,1,2,,1,2,1,2,2,1,1,3,,4,,1,5,1,3,3,
24032,Santa María del Río,1,3,5,10,9,7,2,2,1,2,1,3,4,13,10,11,4,2,7,3,6,11,5,14
24033,Santo Domingo,,3,4,2,2,,1,3,,,3,,,2,,,4,,,2,1,1,2,2
24034,San Vicente Tancuayalab,2,,1,2,1,,2,,2,,1,2,,,1,1,,,3,,2,,,2
24035,Soledad de Graciano Sánchez,31,60,42,33,25,15,9,15,6,7,10,12,22,29,24,30,10,7,5,20,11,17,12,5
24036,Tamasopo,3,4,6,5,4,3,2,4,1,1,5,3,2,5,6,3,7,2,1,5,5,4,1,2
24037,Tamazunchale,6,4,11,4,4,5,,2,1,6,7,2,2,5,3,7,5,12,6,7,4,11,8,8
24038,Tampacán,1,1,1,1,,,,,2,1,1,,3,,,,,1,,,1,,,
24039,Tampamolón Corona,2,2,2,1,,2,1,1,2,1,1,2,,,,1,1,,1,1,,,,
24040,Tamuín,7,4,10,2,3,2,,,1,4,4,3,1,,4,,2,,3,5,2,1,3,
24041,Tanlajás,,,2,,,3,,,1,,1,,1,,1,2,2,,1,4,3,1,,1
24042,Tanquián de Escobedo,2,6,1,5,,1,1,1,2,,,,1,,,1,2,3,3,1,3,,3,3
24043,Tierra Nueva,2,2,1,,1,2,1,,,1,,1,,,,2,1,1,,,,,,1
24044,Vanegas,1,,,1,,1,,,1,,,,,,,1,,2,,1,2,2,1,2
24045,Venado,1,,1,1,1,,1,3,1,,1,1,,,3,,2,,2,,1,1,1,2
24046,Villa de Arriaga,1,3,2,3,3,2,,1,1,2,,1,2,1,3,2,1,1,1,1,2,2,2,5
24047,Villa de Guadalupe,2,1,,1,,,1,1,,2,2,1,,2,,1,,2,3,3,,2,1,1
24048,Villa de la Paz,1,,,1,,,,,,,,,,,,,,,,,,,,
24049,Villa de Ramos,1,,10,7,3,1,,6,1,1,1,5,3,5,2,6,1,3,8,3,9,10,,7
24050,Villa de Reyes,14,3,7,10,8,6,4,5,3,5,4,6,5,5,6,15,5,4,4,5,2,4,5,3
24051,Villa Hidalgo,,1,1,2,1,,,,3,1,,,2,4,2,1,2,1,1,5,2,1,2,5
24052,Villa Juárez,,3,1,,1,,2,3,,1,,,1,1,2,,1,1,2,1,1,,2,1
24053,Axtla de Terrazas,1,,,2,2,1,1,1,,,,1,,2,1,,4,2,2,1,1,5,2,3
24054,Xilitla,4,5,3,6,3,4,5,7,1,3,4,5,2,6,4,7,4,6,4,3,7,7,5,7
24055,Zaragoza,4,1,7,1,3,2,4,2,3,3,2,3,8,11,5,3,8,6,3,4,1,5,5,6
24056,Villa de Arista,1,1,1,2,,1,1,1,1,,,,1,3,1,5,2,,1,,,3,3,3
24057,Matlapa,1,1,2,1,,,2,2,,1,1,,,,2,1,3,,,,,,,
24058,El Naranjo,1,1,1,4,2,3,1,,1,,1,3,1,,3,,2,3,1,,,,,
24996,No especificado,,1,,,,,,,,,1,,,,,,,,,1,,,2,
24997,Otros estados,,,,,,,,,,,,,,,,,,,,,,,,
24998,Otros municipios,,,,,,,,,,,,,,,,,,,,,,,,
25,Sinaloa,1232,1400,1996,2449,1462,837,402,489,447,393,426,467,493,473,546,573,604,666,633,609,551,617,531,449
25001,Ahome,216,193,158,289,91,37,42,31,24,17,22,20,29,34,34,37,40,33,45,37,54,33,26,29
25002,Angostura,17,33,30,43,12,11,1,5,3,6,2,1,6,3,3,6,5,8,3,4,1,2,5,7
25003,Badiraguato,27,68,52,48,46,34,23,19,18,11,18,33,45,43,21,48,53,62,55,59,36,35,41,34
25004,Concordia,13,16,15,30,10,1,5,3,4,2,5,8,3,5,9,8,8,10,2,2,6,3,4,2
25005,Cosalá,8,10,18,16,18,18,16,14,8,2,7,7,15,10,18,8,22,24,21,24,14,7,15,7
25006,Culiacán,469,491,741,835,618,359,121,209,199,168,167,144,170,177,195,202,182,203,186,158,165,241,182,167
25007,Choix,35,42,45,41,20,14,18,14,9,9,9,12,11,10,15,22,29,22,29,20,15,15,16,12
25008,Elota,5,11,7,22,17,12,9,6,5,7,6,12,8,11,14,3,3,12,9,7,7,16,7,6
25009,Escuinapa,10,8,16,23,18,17,8,5,4,8,5,4,5,1,7,14,8,8,10,16,9,15,6,12
25010,El Fuerte,71,90,58,67,28,6,6,9,17,5,7,13,14,12,10,8,18,14,18,15,12,13,14,13
25011,Guasave,77,86,92,186,108,36,15,23,15,16,21,21,26,24,29,39,31,38,32,31,22,30,25,15
25012,Mazatlán,105,113,342,372,145,96,59,54,53,54,60,67,70,45,77,51,72,77,92,86,95,100,70,70
25013,Mocorito,24,32,48,40,23,26,12,18,16,9,16,21,14,17,16,17,22,19,22,22,19,8,18,8
25014,Rosario,23,31,30,48,26,20,4,14,6,17,10,17,9,18,24,19,25,22,18,22,20,12,19,13
25015,Salvador Alvarado,26,27,60,67,45,31,17,16,5,12,14,18,14,14,9,14,25,28,18,13,10,8,8,10
25016,San Ignacio,7,12,24,25,24,19,9,6,9,18,22,34,15,9,7,14,10,12,7,12,11,13,26,9
25017,Sinaloa,48,70,90,99,55,37,20,21,19,16,17,22,23,16,35,29,29,43,41,57,40,50,39,25
25018,Navolato,48,62,165,174,158,62,17,22,30,16,17,11,16,24,23,34,22,31,24,23,15,16,10,9
25996,No especificado,3,5,5,24,,1,,,3,,1,2,,,,,,,1,1,,,,1
25997,Otros estados,,,,,,,,,,,,,,,,,,,,,,,,
25998,Otros municipios,,,,,,,,,,,,,,,,,,,,,,,,
26,Sonora,627,522,518,708,538,408,306,239,245,255,227,208,241,198,275,280,269,323,312,250,214,241,195,168
26001,Aconchi,1,,,2,,,,1,,,,,,,,,,,,,,,,
26002,Agua Prieta,22,18,20,19,17,19,13,10,14,21,7,10,13,17,17,13,15,17,11,8,14,11,7,11
26003,Alamos,9,7,15,8,17,11,14,7,12,12,10,15,4,5,14,19,13,7,21,17,13,19,6,10
26004,Altar,3,7,2,1,9,3,4,9,,2,1,1,1,,3,,,2,,,1,,,1
26005,Arivechi,,1,,,,,,,,,,,,,,,,,1,1,,,,
26006,Arizpe,2,2,3,,,,,2,,,,,,,,,,,,,,1,,1
26007,Atil,1,,1,4,,1,,,1,,,,,,,,,,,,,,,
26008,Bacadéhuachi,,1,1,,,,,,,,,,,,,,,,,,,,1,1
26009,Bacanora,,,3,1,,,,,,,,,,,,,,,,,,,,
26010,Bacerac,1,1,1,,,1,,,,,,1,,,,,,1,,1,,,,1
26011,Bacoachi,,,,,,,,,,1,,,,,,,1,1,,,,,,
26012,Bácum,10,,6,5,1,2,4,1,,1,,1,3,,,,,1,2,,1,1,,1
26013,Banámichi,,,3,,,1,,,,,,,,,1,,1,,,,,,,
26014,Baviácora,1,,,,,,,,,,,,,,,,,,,,1,,,
26015,Bavispe,,,,3,,,,,,,,,,,,,,,1,,,,,
26016,Benjamín Hill,,5,5,1,2,1,2,,1,,1,,,,1,1,1,1,2,,3,,1,2
26017,Caborca,38,31,33,35,52,15,20,13,17,9,9,8,10,4,6,14,13,5,7,5,9,9,8,7
26018,Cajeme,181,103,80,79,69,57,33,32,24,25,16,21,26,21,33,31,14,26,25,14,12,26,33,22
26019,Cananea,4,7,9,8,8,18,13,6,2,8,4,3,5,6,7,4,2,1,4,,1,5,2,2
26020,Carbó,3,1,,,1,,,,,1,,,,,,2,,1,,,,,,1
26021,La Colorada,1,,,3,,,,,,,,,,,,,1,,,,,,,
26022,Cucurpe,,,2,,1,3,,,,,1,,1,,1,,,,,,,,,
26023,Cumpas,,,,1,,1,,,1,2,,,,1,1,1,1,,1,1,,,2,
26024,Divisaderos,1,,,1,,,,,,,,,,,,,,,,,1,,,
26025,Empalme,11,17,3,8,5,5,3,3,4,2,4,4,2,1,3,1,3,7,7,9,10,4,3,2
26026,Etchojoa,6,6,2,7,4,5,,2,3,1,5,,4,2,5,2,3,3,5,,1,3,4,2
26027,Fronteras,,,2,,,,3,,3,,,2,,,,2,1,,,1,,1,2,
26028,Granados,,,,,,,,,,,,,,,,,,,,,,,,
26029,Guaymas,22,18,6,16,15,17,4,6,3,5,5,12,9,10,11,9,11,15,20,16,7,9,3,9
26030,Hermosillo,101,77,106,89,58,56,76,37,52,51,56,49,54,61,62,64,69,76,78,54,45,49,41,40
26031,Huachinera,,1,,,,1,,,,,,,1,,,,,1,,,,,,
26032,Huásabas,,,,,,,,,,,,,,,,,,,,,,,,
26033,Huatabampo,6,9,10,14,7,7,1,5,6,2,4,3,1,2,4,3,4,7,11,5,3,1,1,1
26034,Huépac,,,,,,,,,,,,,,,,,,,,,,,,
26035,Imuris,3,,4,6,4,,1,4,2,3,4,1,1,,2,1,3,5,2,,,,2,
26036,Magdalena,3,8,7,15,15,11,6,7,3,6,,6,6,4,3,1,9,5,4,6,1,4,1,2
26037,Mazatán,2,,,,,,,,,,,,,,,,,1,,,,,,
26038,Moctezuma,,,,,1,,,,,,1,,,,,,1,1,1,,,,,
26039,Naco,2,4,2,4,1,1,1,1,2,1,,,4,1,4,,1,,1,,2,2,3,1
26040,Nácori Chico,,,2,1,2,,,,1,1,2,,1,,1,1,,1,,,,,1,
26041,Nacozari de García,1,6,1,,1,,2,,3,1,,1,2,,,,1,,1,,,2,,
26042,Navojoa,35,32,18,28,18,14,22,13,17,25,17,11,23,13,23,22,20,37,32,29,25,24,22,16
26043,Nogales,53,60,91,219,136,110,44,41,39,32,29,26,37,19,27,37,31,53,41,44,34,44,20,13
26044,Onavas,,,,3,,,,,,,,,,,,,,,,,,,,
26045,Opodepe,,,1,,,,,,1,,,,,,,,,1,1,,,,,
26046,Oquitoa,1,1,1,1,,,,,,,,,,,,,,,,,,,,
26047,Pitiquito,3,5,1,1,1,2,3,,,,,,,,,,3,,,1,1,,1,
26048,Puerto Peñasco,8,16,14,19,21,9,8,4,3,4,9,6,1,1,6,3,2,4,1,2,1,4,1,
26049,Quiriego,,8,2,,,,1,,,1,,,,,,1,1,,,1,,,,1
26050,Rayón,,1,1,,,,,,,,,,,,1,,,,,,,,,
26051,Rosario,13,9,2,15,2,2,2,1,2,,2,,2,2,1,3,,1,2,1,1,2,1,
26052,Sahuaripa,2,1,,5,,1,,1,,,,2,2,1,1,,,,1,1,2,1,3,1
26053,San Felipe de Jesús,,,,,,,,,,,,,,,,,,,,,,1,,
26054,San Javier,,,,,,,,,,,,,,,,,,,,,,,,
26055,San Luis Río Colorado,29,19,7,22,27,8,9,20,9,23,29,13,16,16,27,26,29,29,21,20,19,12,17,19
26056,San Miguel de Horcasitas,8,1,2,,,2,,,,1,1,1,3,2,2,2,4,1,1,2,,,,
26057,San Pedro de la Cueva,,,,,,,,,,,,,1,,,,,,,,,,,
26058,Santa Ana,1,2,2,4,4,3,4,,4,2,2,2,2,1,1,9,3,7,,4,4,,2,
26059,Santa Cruz,1,2,,2,,3,,1,,,1,1,2,,,,1,,1,,,1,,
26060,Sáric,1,1,2,11,4,1,1,3,2,1,,1,1,,,,,,,,1,,,
26061,Soyopa,,,1,,,,1,,,,,,1,,,,,,,2,,,1,
26062,Suaqui Grande,,,,,,,,,,,,,,,,,,,,,,,,
26063,Tepache,,,,1,,,,,,,,,,1,,,,,,,,,1,
26064,Trincheras,,,1,,1,3,,,,,,,,1,1,3,,,,,,1,,
26065,Tubutama,,1,2,6,1,1,,,,,,1,,,1,,,,,,,,,
26066,Ures,,,1,1,2,2,,,,2,1,1,,,,1,,,,1,,1,,
26067,Villa Hidalgo,,,,,,,,,,,,,,,,,,,,,,,,
26068,Villa Pesqueira,1,,,,,,,,,,,,,,,,,,,,,,,
26069,Yécora,5,6,2,12,5,2,4,2,5,2,3,,1,2,1,2,2,2,1,2,,,3,1
26070,General Plutarco Elías Calles,11,17,29,22,23,6,5,3,5,6,2,3,1,3,3,,3,3,5,2,1,3,1,
26071,Benito Juárez,19,6,2,3,2,2,1,4,3,1,1,2,,,,1,2,,,,,,,
26072,San Ignacio Río Muerto,1,1,5,2,1,1,1,,,,,,,1,1,1,,,,,,,,
26996,No especificado,,3,2,,,,,,1,,,,,,,,,,,,,,1,
26997,Otros estados,,,,,,,,,,,,,,,,,,,,,,,,
26998,Otros municipios,,,,,,,,,,,,,,,,,,,,,,,,
27,Tabasco,237,190,217,191,184,145,137,132,93,112,114,100,102,98,156,141,152,188,239,237,152,141,116,137
27001,Balancán,10,6,2,8,6,6,5,8,,9,5,10,4,6,3,12,11,11,11,10,5,7,5,6
27002,Cárdenas,44,33,53,32,16,12,21,7,14,12,7,8,13,16,18,15,20,23,32,26,19,14,7,22
27003,Centla,4,5,2,3,3,7,1,8,6,5,3,4,8,5,3,5,4,6,7,6,8,3,,1
27004,Centro,60,43,52,34,47,49,36,36,19,16,31,23,24,19,45,34,29,31,53,72,36,32,19,28
27005,Comalcalco,25,13,14,13,11,17,12,12,7,7,6,10,7,5,5,5,13,17,17,15,7,10,17,5
27006,Cunduacán,27,6,17,14,18,3,2,4,7,4,8,4,4,3,5,6,11,10,14,8,9,12,14,9
27007,Emiliano Zapata,2,6,5,2,1,4,1,2,,5,2,3,1,,4,2,1,1,5,2,2,1,,
27008,Huimanguillo,24,24,21,38,21,19,14,10,17,18,14,18,13,21,29,23,20,37,27,34,28,21,20,15
