Población total (con información hasta localidad),,,,,,,,,,,,,,,,,,,,,,,,
Sexo : Hombres,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Consulta de: Población total con estimación   Por: Entidad municipio y loc   Según: Edad quinquenal,,,,,,,,,,,,,,,,,,,,,,,,
,,Total,De 0 a 4 años,De 5 a 9 años,De 10 a 14 años,De 15 a 19 años,De 20 a 24 años,De 25 a 29 años,De 30 a 34 años,De 35 a 39 años,De 40 a 44 años,De 45 a 49 años,De 50 a 54 años,De 55 a 59 años,De 60 a 64 años,De 65 a 69 años,De 70 a 74 años,De 75 a 79 años,De 80 a 84 años,De 85 a 89 años,De 90 a 94 años,De 95 a 99 años,De 100 y más años,No especificado
#NAME?,Tlaxcala,"761,277","98,004","107,483","104,575","89,788","71,689","57,606","48,100","39,473","29,399","25,549","20,869","17,599","14,949","12,043","8,284","6,354","4,143","2,832",985,530,176,847
 29 001 ,Amaxac de Guerrero,"6,192",744,836,796,680,586,484,407,304,231,183,210,131,149,112,84,66,48,28,11,8,5,89
 29 002 ,Apetatitlán de Antonio Carvajal,"8,990","1,075","1,237","1,251","1,065",887,732,642,497,368,262,228,176,169,151,84,63,42,35,8,6,1,11
 29 003 ,Atlangatepec,"4,255",599,635,647,491,356,278,217,205,141,153,123,93,75,89,49,41,31,22,6,2,2,
 29 004 ,Altzayanca,"11,819","1,729","1,789","1,719","1,277",998,763,706,519,411,384,358,331,261,208,129,100,68,40,16,9,1,3
 29 005 ,Apizaco,"51,744","6,403","6,768","6,292","5,814","5,026","4,476","3,938","3,050","2,127","1,779","1,412","1,199","1,061",847,565,377,275,176,74,36,13,36
 29 006 ,Calpulalpan,"29,150","3,739","4,073","4,163","3,561","2,658","2,179","1,895","1,553","1,198",931,749,621,532,440,276,184,109,83,28,15,7,156
 29 007 ,El Carmen Tequexquitla,"9,749","1,419","1,564","1,498","1,117",855,627,564,470,340,302,249,217,174,131,94,71,26,19,5,3,2,2
 29 008 ,Cuapiaxtla,"8,592","1,258","1,348","1,250",948,733,612,475,395,318,278,194,204,164,136,93,70,49,34,16,4,5,8
 29 009 ,Cuaxomulco,"3,365",444,465,477,380,309,225,236,145,118,109,90,75,68,62,45,44,31,18,1,6,2,15
 29 010 ,Chiautempan,"61,144","7,555","8,771","8,382","7,251","5,916","4,770","4,082","3,241","2,419","2,013","1,664","1,317","1,119",869,561,459,287,201,69,39,9,150
 29 011 ,Muñoz de Domingo Arenas,"3,051",427,434,414,355,269,233,163,142,117,93,85,70,63,50,37,49,22,18,5,1,1,3
 29 012 ,Españita,"6,293",881,898,925,653,504,334,302,271,224,244,204,208,158,156,122,90,55,37,14,7,2,4
 29 013 ,Huamantla,"51,989","7,192","7,932","7,507","6,060","4,808","3,859","3,152","2,619","1,849","1,598","1,290","1,114",878,747,532,370,214,145,56,38,20,9
 29 014 ,Hueyotlipan,"11,051","1,507","1,604","1,583","1,328",996,739,564,505,385,398,348,291,219,194,136,104,70,49,21,6,1,3
 29 015 ,Ixtacuixtla de Mariano Matamoros,"30,663","3,852","4,203","4,197","3,674","2,848","2,251","1,924","1,591","1,213","1,076",853,712,648,534,395,289,191,126,41,26,4,15
 29 016 ,Ixtenco,"5,356",489,630,672,612,436,323,280,260,260,271,242,204,181,152,117,90,70,42,13,8,3,1
 29 017 ,Mazatecochco de José María Morelos,"6,320",819,916,851,726,579,468,378,340,256,232,188,161,137,99,49,48,28,19,10,9,2,5
 29 018 ,Contla de Juan Cuamatzi,"22,380","2,795","3,254","3,086","2,681","2,185","1,692","1,339","1,140",835,758,609,546,472,356,246,164,86,83,29,15,1,8
 29 019 ,Tepetitla de Lardizábal,"11,235","1,399","1,587","1,532","1,321","1,059",914,689,556,468,377,296,266,242,202,104,89,75,40,12,6,,1
 29 020 ,Sanctórum de Lázaro Cárdenas,"9,754","1,262","1,389","1,395","1,202",904,711,550,452,341,337,267,228,196,196,107,93,49,40,17,14,2,2
 29 021 ,Nanacamilpa de Mariano Arista,"12,837","1,639","1,773","1,916","1,448","1,080",910,828,690,489,463,383,293,269,198,144,129,76,64,21,19,3,2
 29 022 ,Acuamanala de Miguel Hidalgo,"6,989",910,"1,067","1,047",881,647,484,473,355,232,216,176,160,113,78,65,35,22,10,,4,2,12
 29 023 ,Natívitas,"21,485","2,721","2,980","2,914","2,616","1,991","1,550","1,259","1,131",816,703,618,490,467,405,286,240,147,88,33,12,6,12
 29 024 ,Panotla,"17,903","2,016","2,313","2,335","2,188","1,646","1,284","1,099",958,798,672,571,476,440,343,255,208,138,83,36,15,1,28
 29 025 ,San Pablo del Monte,"40,917","5,575","6,308","6,017","5,223","4,209","3,104","2,459","1,996","1,418","1,321",908,761,486,400,294,202,99,81,22,15,7,12
 29 026 ,Santa Cruz Tlaxcala,"10,522","1,285","1,484","1,414","1,253",981,751,637,491,393,332,321,275,251,201,149,117,84,56,26,9,4,8
 29 027 ,Tenancingo,"9,749","1,040","1,294","1,437","1,237",941,731,583,520,372,373,306,257,229,144,82,80,58,35,15,8,6,1
 29 028 ,Teolocholco,"13,693","1,853","2,138","1,947","1,564","1,352","1,011",801,627,481,432,309,361,248,201,146,86,71,43,13,6,2,1
 29 029 ,Tepeyanco,"16,942","1,975","2,275","2,307","2,045","1,679","1,268","1,020",841,639,650,498,416,342,308,232,165,121,93,27,18,5,18
 29 030 ,Terrenate,"13,660","2,242","2,188","2,053","1,453","1,114",919,707,598,465,447,333,317,238,204,141,108,66,33,15,8,3,8
 29 031 ,Tetla,"15,429","2,302","2,162","2,097","1,691","1,460","1,325",997,735,499,417,408,341,302,226,144,131,91,64,20,8,4,5
 29 032 ,Tetlatlahuca,"15,801","1,853","1,976","1,986","1,977","1,626","1,168",966,808,643,599,523,397,328,285,205,160,164,90,26,8,4,9
 29 033 ,Tlaxcala,"50,492","6,163","6,639","6,254","5,792","4,840","4,468","3,861","3,185","2,236","1,745","1,392","1,013",846,693,453,361,226,158,50,29,4,84
 29 034 ,Tlaxco,"27,089","3,862","3,934","3,792","3,257","2,391","1,842","1,521","1,230","1,016",883,764,707,560,403,309,266,153,109,40,19,15,16
 29 035 ,Tocatlán,"3,729",504,462,576,491,359,253,207,178,130,108,100,89,75,73,36,31,20,22,8,1,1,5
 29 036 ,Totolac,"15,200","1,865","2,020","1,907","1,790","1,595","1,232",981,851,669,526,454,332,317,234,155,110,76,52,14,7,2,11
 29 037 ,Zitlaltepec de Trinidad Sánchez Santos,"7,847","1,093","1,254","1,225",862,572,421,382,409,282,258,222,236,200,155,89,67,47,40,13,5,2,13
 29 038 ,Tzompantepec,"10,406","1,403","1,475","1,437","1,188","1,008",767,595,491,372,324,293,244,230,184,124,103,78,56,17,10,3,4
 29 039 ,Xaloztoc,"13,500","1,951","2,008","1,985","1,568","1,270","1,003",749,640,464,415,300,273,247,215,144,109,63,57,18,11,5,5
 29 040 ,Xaltocan,"8,777","1,090","1,191","1,274","1,017",723,550,502,409,327,285,290,236,238,182,151,123,79,50,25,10,2,23
 29 041 ,Papalotla de Xicohténcatl,"17,222","2,100","2,356","2,343","2,062","1,626","1,381","1,160",972,713,613,456,389,334,238,171,117,82,66,18,8,4,13
 29 042 ,Xicotzingo,"8,563",937,"1,091","1,156","1,050",834,700,569,497,360,293,273,224,158,132,113,67,52,35,10,8,2,2
 29 043 ,Yauhquemehcan,"12,783","1,610","1,737","1,661","1,557","1,208",964,805,668,454,439,338,311,281,223,169,152,98,63,22,8,2,13
 29 044 ,Zacatelco,"36,650","4,427","5,025","4,858","4,382","3,625","2,850","2,436","1,938","1,512","1,257",974,837,784,587,402,326,206,129,44,26,4,21
#NAME?,Veracruz,"6,228,239","777,420","821,633","795,938","715,415","589,326","485,425","405,322","361,668","276,466","240,187","194,181","152,200","127,548","90,139","63,720","44,526","29,753","16,879","7,843","3,614","2,389","26,647"
 30 001 ,Acajete,"6,173",768,851,872,750,548,422,347,318,293,215,172,130,112,88,57,62,34,15,4,7,1,107
 30 002 ,Acatlán,"2,580",309,333,305,267,196,205,137,131,90,95,77,66,50,52,29,37,16,12,3,3,3,164
 30 003 ,Acayucan,"70,059","8,963","9,733","9,346","8,362","7,061","5,664","4,499","4,081","2,914","2,378","1,858","1,469","1,205",806,562,367,229,134,78,41,30,279
 30 004 ,Actopan,"40,541","4,235","4,555","5,133","4,799","4,020","3,314","2,745","2,537","2,029","1,698","1,385","1,024",900,679,505,359,248,118,62,31,15,150
 30 005 ,Acula,"4,934",514,561,650,602,489,365,294,282,223,203,179,130,122,106,68,48,33,18,8,4,7,28
 30 006 ,Acultzingo,"14,030","2,060","2,163","1,872","1,515","1,215",950,768,720,533,485,382,347,309,242,150,116,67,55,20,11,8,42
 30 007 ,Camarón de Tejeda,"5,195",617,623,673,603,506,380,300,251,215,229,176,176,128,76,73,56,41,26,7,6,2,31
 30 008 ,Alpatláhuac,"8,155","1,415","1,343","1,188",792,627,551,390,352,271,275,229,184,156,102,83,70,40,19,14,6,4,44
 30 009 ,Alto Lucero,"26,925","2,874","3,200","3,390","3,077","2,502","2,190","1,837","1,582","1,212","1,108","1,004",707,601,468,424,255,180,89,57,22,29,117
 30 010 ,Altotonga,"46,670","7,181","7,412","6,664","5,204","4,025","3,050","2,456","2,238","1,729","1,562","1,248",998,846,671,486,340,200,119,79,29,20,113
 30 011 ,Alvarado,"49,040","5,249","5,471","5,758","6,167","5,227","3,847","3,357","3,009","2,447","1,948","1,649","1,350","1,106",816,559,431,227,163,56,33,15,155
 30 012 ,Amatitlán,"7,287",741,810,888,835,704,581,453,480,334,325,264,216,193,143,89,75,54,38,9,16,5,34
 30 013 ,Amatlán Tuxpan,"26,995","3,210","3,295","3,365","3,042","2,394","2,150","1,771","1,529","1,269","1,168","1,023",813,643,440,276,210,147,80,44,12,8,106
 30 014 ,Amatlán de los Reyes,"33,669","3,984","4,245","4,327","4,236","3,357","2,460","2,030","1,862","1,492","1,277","1,058",856,757,525,353,320,218,125,60,22,15,90
 30 015 ,Angel R. Cabada,"33,731","3,840","4,185","4,300","4,161","3,356","2,650","2,128","2,015","1,553","1,324","1,054",852,699,537,365,252,168,122,41,35,17,77
 30 016 ,La Antigua,"21,555","2,298","2,432","2,553","2,575","2,250","1,838","1,665","1,382","1,018",848,670,578,444,290,222,180,121,72,15,18,6,80
 30 017 ,Apazapan,"3,651",292,340,461,408,336,300,260,223,194,164,144,144,113,75,60,42,28,14,2,1,3,47
 30 018 ,Aquila,"1,464",195,262,200,161,128,94,53,72,49,57,52,31,26,19,18,8,9,1,5,,2,22
 30 019 ,Astacinga,"4,094",629,719,596,453,347,300,212,196,154,134,109,51,77,24,29,19,14,3,5,,,23
 30 020 ,Atlahuilco,"5,865",920,"1,024",817,591,490,388,313,311,224,211,151,125,102,64,52,23,20,11,5,7,,16
 30 021 ,Atoyac,"22,173","2,701","2,920","2,878","2,536","1,978","1,486","1,399","1,251","1,039",853,762,668,590,399,253,159,104,78,31,17,8,63
 30 022 ,Atzacan,"13,695","1,927","1,994","1,850","1,481","1,176",889,687,789,563,532,449,323,298,230,192,122,81,40,20,3,7,42
 30 023 ,Atzalan,"45,848","7,213","7,129","6,669","5,003","3,836","2,941","2,399","2,177","1,679","1,668","1,309",977,823,641,465,393,195,99,47,34,24,127
 30 024 ,Tlaltetela,"10,490","1,571","1,586","1,453","1,132",922,738,611,549,412,346,289,260,172,124,112,71,58,16,13,5,4,46
 30 025 ,Ayahualulco,"18,363","3,100","3,061","2,600","1,915","1,528","1,239",928,931,645,615,393,333,298,213,200,90,77,28,26,4,9,130
 30 026 ,Banderilla,"22,110","3,089","3,067","2,885","2,377","2,194","1,979","1,633","1,295",865,714,494,399,338,227,158,143,73,46,15,14,7,98
 30 027 ,Benito Juárez,"14,783","2,275","2,360","1,979","1,428",967,958,842,960,686,625,421,287,349,177,170,100,116,23,16,5,9,30
 30 028 ,Boca del Río,"144,549","15,677","16,341","15,577","16,627","15,570","13,692","11,816","10,152","7,293","5,656","4,775","3,627","2,652","1,877","1,147",828,449,251,109,38,19,376
 30 029 ,Calcahualco,"9,045","1,631","1,482","1,229",954,709,584,430,415,312,307,236,194,191,116,74,52,41,25,12,12,5,34
 30 030 ,Camerino Z. Mendoza,"35,084","4,029","4,357","4,084","3,851","3,187","2,777","2,277","1,961","1,601","1,483","1,176",995,996,758,513,365,278,182,78,26,12,98
 30 031 ,Carrillo Puerto,"12,035","1,746","1,872","1,761","1,431","1,080",876,632,540,454,412,319,249,193,118,91,70,64,30,10,6,3,78
 30 032 ,Catemaco,"40,585","5,238","5,674","5,733","4,887","3,754","3,120","2,525","2,161","1,695","1,472","1,143",833,714,478,396,236,165,94,35,31,26,175
 30 033 ,Cazones de Herrera,"24,667","3,678","3,870","3,582","2,727","1,930","1,588","1,319","1,175","1,040",921,683,520,462,348,297,196,128,73,24,18,21,67
 30 034 ,Cerro Azul,"28,138","3,138","3,233","3,451","3,364","2,653","2,130","1,728","1,602","1,444","1,346","1,138",846,674,432,278,247,170,81,32,19,10,122
 30 035 ,Citlaltépetl,"10,711","1,598","1,632","1,606","1,015",713,664,534,575,516,463,370,253,287,141,114,73,61,29,20,7,7,33
 30 036 ,Coacoatzintla,"5,407",766,893,779,593,459,361,307,296,171,181,112,93,90,84,58,36,21,15,11,6,4,71
 30 037 ,Coahuitlán,"5,563",865,946,785,603,438,391,320,306,209,186,118,84,103,44,58,25,22,12,7,5,5,31
 30 038 ,Coatepec,"61,793","6,754","7,212","7,395","6,964","6,002","5,072","4,426","3,778","2,840","2,435","2,109","1,767","1,473","1,174",832,608,382,218,87,38,22,205
 30 039 ,Coatzacoalcos,"233,115","27,774","29,295","26,601","26,182","24,720","23,474","19,781","15,698","10,332","7,928","5,997","4,492","3,451","2,368","1,551","1,030",593,348,136,51,32,"1,281"
 30 040 ,Coatzintla,"34,221","4,048","4,556","4,399","4,099","3,178","2,635","2,333","1,982","1,529","1,418","1,112",837,695,530,321,202,142,67,41,18,7,72
 30 041 ,Coetzala,"1,635",224,227,210,171,154,83,97,87,71,71,57,40,41,22,23,14,13,2,1,4,,23
 30 042 ,Colipa,"5,695",726,783,769,658,453,355,295,296,252,220,188,161,163,97,85,59,43,15,13,7,5,52
 30 043 ,Comapa,"14,939","2,396","2,245","1,957","1,602","1,364","1,130",798,755,566,485,450,304,238,196,143,86,81,24,23,10,7,79
 30 044 ,Córdoba,"150,454","16,717","17,643","17,271","18,135","15,420","12,490","10,800","9,253","6,931","5,925","4,987","4,130","3,482","2,479","1,697","1,246",810,462,187,81,37,271
 30 045 ,Cosamaloapan,"76,755","7,911","9,041","9,258","8,984","7,492","6,097","5,248","4,926","3,707","3,287","2,945","2,281","1,828","1,262",855,635,380,234,112,57,34,181
 30 046 ,Cosautlán de Carvajal,"13,626","1,973","1,977","1,836","1,418","1,211",938,775,730,568,462,393,328,319,258,142,109,73,38,18,3,4,53
 30 047 ,Coscomatepec,"33,750","5,437","5,282","4,412","3,598","2,867","2,309","1,776","1,757","1,378","1,143",914,714,591,460,384,264,166,70,41,19,17,151
 30 048 ,Cosoleacaque,"46,726","6,281","7,000","6,208","5,151","4,220","3,766","3,199","2,828","1,815","1,474","1,038",853,598,405,274,191,103,64,24,21,10,"1,203"
 30 049 ,Cotaxtla,"16,624","1,914","2,100","2,189","2,009","1,645","1,295","1,029",890,741,641,612,435,366,232,173,127,79,55,26,10,7,49
 30 050 ,Coxquihui,"13,803","1,912","2,149","2,023","1,428","1,030",936,806,852,624,524,408,275,301,153,137,82,62,32,22,3,11,33
 30 051 ,Coyutla,"18,890","2,891","3,137","2,661","2,058","1,492","1,296","1,085","1,068",714,639,502,305,382,159,186,98,80,29,25,8,16,59
 30 052 ,Cuichapa,"10,385","1,397","1,407","1,374","1,220","1,054",750,636,544,425,355,286,246,196,139,99,77,53,24,15,7,9,72
 30 053 ,Cuitláhuac,"21,897","2,663","2,794","2,848","2,717","2,075","1,620","1,415","1,165",908,785,669,592,459,315,242,158,124,78,32,9,8,221
 30 054 ,Chacaltianguis,"12,029","1,347","1,496","1,546","1,428","1,110",860,732,640,553,504,418,353,296,234,158,117,82,58,27,9,10,51
 30 055 ,Chalma,"13,749","1,883","2,191","2,087","1,364",948,767,746,774,701,612,448,322,295,159,169,100,81,21,29,5,7,40
 30 056 ,Chiconamel,"6,275",960,"1,044",906,597,440,444,307,354,248,252,193,124,115,67,76,28,34,11,8,1,4,62
 30 057 ,Chiconquiaco,"11,617","1,760","1,827","1,608","1,347","1,067",784,597,616,456,327,295,222,235,146,102,58,54,17,18,4,4,73
 30 058 ,Chicontepec,"60,264","8,483","9,466","8,467","6,000","4,459","3,748","3,195","3,456","2,730","2,757","1,835","1,326","1,375",797,797,401,381,176,105,37,40,233
 30 059 ,Chinameca,"13,067","1,657","1,815","1,742","1,507","1,342","1,074",894,763,512,412,313,282,205,151,90,103,58,45,20,12,3,67
 30 060 ,Chinampa de Gorostiza,"14,189","2,071","2,124","1,975","1,529","1,174",993,751,650,622,654,479,309,282,190,115,106,68,27,16,6,4,44
 30 061 ,Las Choapas,"76,864","11,760","11,849","10,790","8,817","6,867","5,588","4,454","4,027","2,911","2,628","2,010","1,460","1,167",769,514,386,265,152,54,34,27,335
 30 062 ,Chocamán,"12,607","1,766","1,722","1,679","1,434","1,106",910,757,734,522,467,424,317,219,162,128,80,76,26,21,8,7,42
 30 063 ,Chontla,"14,459","2,156","2,349","2,001","1,275","1,034",894,758,748,635,688,566,411,313,200,129,91,81,33,13,10,10,64
 30 064 ,Chumatlán,"2,822",384,444,378,300,210,171,147,156,128,129,89,52,70,18,46,17,17,2,3,3,5,53
 30 065 ,Emiliano Zapata,"36,370","4,267","4,531","4,837","4,176","3,522","2,813","2,365","1,950","1,600","1,407","1,234","1,031",835,611,379,321,180,128,54,23,9,97
 30 066 ,Espinal,"23,751","3,484","3,829","3,404","2,613","1,885","1,485","1,247","1,384",946,923,642,496,445,298,214,143,112,64,40,23,19,55
 30 067 ,Filomeno Mata,"8,511","1,469","1,448","1,178",819,688,610,494,484,296,260,211,112,142,55,66,32,40,14,16,4,8,65
 30 068 ,Fortín,"36,882","4,223","4,502","4,621","4,453","3,447","2,769","2,490","2,236","1,723","1,485","1,214","1,061",792,634,372,285,194,151,46,23,14,147
 30 069 ,Gutiérrez Zamora,"27,719","3,149","3,443","3,646","3,382","2,493","1,974","1,590","1,548","1,296","1,273",998,712,614,483,356,305,171,119,38,30,20,79
 30 070 ,Hidalgotitlán,"24,004","3,907","3,826","3,706","2,768","2,166","1,566","1,133","1,148",896,800,615,431,344,209,164,110,75,44,19,8,13,56
 30 071 ,Huatusco,"38,302","5,491","5,357","4,896","4,263","3,432","2,899","2,398","2,141","1,514","1,279","1,095",924,799,571,417,279,224,120,50,22,13,118
 30 072 ,Huayacocotla,"18,125","2,482","2,889","2,699","1,994","1,346","1,086",913,893,708,674,575,480,372,321,257,149,122,61,40,10,12,42
 30 073 ,Hueyapan de Ocampo,"38,272","4,784","5,557","5,275","4,466","3,529","2,872","2,256","2,177","1,491","1,393","1,130",905,742,549,366,244,147,106,49,32,21,181
 30 074 ,Huiloapan de Cuauhtémoc,"4,760",559,629,575,524,475,360,328,275,213,170,143,125,105,96,58,45,26,17,4,6,2,25
 30 075 ,Ignacio de la Llave,"19,654","2,504","2,634","2,760","2,206","1,672","1,268","1,112","1,076",873,784,657,579,427,353,256,183,116,72,24,21,7,70
 30 076 ,Ilamatlán,"12,620","1,848","1,966","1,590","1,306",868,899,684,776,590,507,407,229,300,150,171,76,87,29,29,5,6,97
 30 077 ,Isla,"31,298","4,129","4,214","4,218","3,698","2,994","2,432","2,024","1,759","1,291","1,129",922,610,552,387,273,210,134,70,38,23,21,170
 30 078 ,Ixcatepec,"12,461","1,807","1,859","1,657","1,350","1,036",840,663,639,589,575,399,316,278,172,123,71,46,20,10,5,2,4
 30 079 ,Ixhuacán de los Reyes,"8,524","1,302","1,380","1,090",917,724,570,448,431,329,311,213,210,155,141,102,65,46,28,18,6,1,37
 30 080 ,Ixhuatlán del Café,"17,208","2,784","2,599","2,357","1,783","1,388","1,165",944,909,648,596,460,419,336,259,147,127,102,68,33,11,7,66
 30 081 ,Ixhuatlancillo,"6,553",913,971,839,655,523,509,430,407,297,269,167,137,119,80,74,49,32,11,14,8,7,42
 30 082 ,Ixhuatlán del Sureste,"11,987","1,744","1,863","1,611","1,325","1,164",982,850,677,464,303,258,219,129,118,77,50,23,20,10,4,2,94
 30 083 ,Ixhuatlán de Madero,"46,535","6,768","7,660","7,019","4,447","3,098","2,883","2,408","2,857","1,971","1,988","1,306",923,"1,063",617,521,312,307,91,73,36,29,158
 30 084 ,Ixmatlahuacan,"6,158",677,728,756,800,610,517,422,351,258,220,234,167,128,101,63,38,23,17,7,5,6,30
 30 085 ,Ixtaczoquitlán,"43,771","5,754","6,026","5,764","5,009","3,864","3,339","3,045","2,719","1,837","1,549","1,233","1,041",874,620,369,294,159,102,53,25,8,87
 30 086 ,Jalacingo,"25,431","4,056","4,077","3,687","2,706","2,031","1,634","1,344","1,190",968,848,674,574,503,372,260,203,103,66,29,16,9,81
 30 087 ,Xalapa,"288,454","29,430","30,880","31,431","34,920","32,128","26,336","22,509","19,134","14,252","11,052","8,973","7,223","6,198","4,623","3,101","2,303","1,479",937,340,132,51,"1,022"
 30 088 ,Jalcomulco,"4,111",436,534,497,408,365,332,277,248,194,197,157,139,114,61,60,23,23,12,7,5,2,20
 30 089 ,Jáltipan,"38,678","4,717","5,126","5,005","4,596","3,898","3,264","2,613","2,322","1,685","1,398","1,110",863,629,452,344,209,156,109,52,27,11,92
 30 090 ,Jamapa,"9,177","1,040","1,149","1,215","1,112",875,761,609,475,384,347,282,271,193,154,90,77,46,36,11,5,3,42
 30 091 ,Jesús Carranza,"28,023","4,201","4,537","4,225","3,209","2,421","1,797","1,416","1,321","1,087",965,735,545,458,336,245,145,81,34,31,14,15,205
 30 092 ,Xico,"24,162","2,982","3,309","3,018","2,636","2,098","1,755","1,522","1,479","1,093",945,755,643,556,427,284,228,132,92,39,17,11,141
 30 093 ,Jilotepec,"11,540","1,447","1,494","1,542","1,334","1,147",903,701,647,469,415,354,300,206,177,127,111,66,51,17,2,2,28
 30 094 ,Juan Rodríguez Clara,"33,378","4,379","4,491","4,504","3,915","3,143","2,512","2,095","1,902","1,363","1,218","1,023",804,594,424,351,194,158,97,40,26,21,124
 30 095 ,Juchique de Ferrer,"18,993","2,643","2,657","2,725","1,950","1,614","1,288","1,052","1,046",754,761,613,475,406,264,226,151,91,64,31,17,14,151
 30 096 ,Landero y Coss,"1,692",154,236,272,157,116,92,97,102,75,73,79,55,52,46,31,16,13,4,2,,2,18
 30 097 ,Lerdo de Tejada,"20,512","2,049","2,215","2,391","2,455","1,943","1,648","1,542","1,335","1,146",930,766,618,444,339,224,164,98,71,32,14,7,81
 30 098 ,Magdalena,"1,788",305,268,252,176,128,113,106,94,84,68,66,41,37,18,13,2,9,1,3,,1,3
 30 099 ,Maltrata,"12,576","1,760","1,966","1,700","1,384","1,146",906,655,561,442,407,358,332,254,246,159,101,72,36,27,12,2,50
 30 100 ,Manlio Fabio Altamirano,"19,345","2,187","2,362","2,417","2,284","1,826","1,473","1,188","1,106",969,783,697,549,422,315,269,181,110,74,29,11,13,80
 30 101 ,Mariano Escobedo,"18,758","3,092","2,999","2,506","1,847","1,585","1,569","1,305","1,036",716,562,380,325,269,159,139,90,60,29,17,8,4,61
 30 102 ,Martínez de la Torre,"103,089","11,799","12,015","13,335","12,563","10,350","8,253","6,857","6,113","4,779","4,218","3,284","2,532","2,048","1,622","1,009",764,439,263,136,55,39,616
 30 103 ,Mecatlán,"8,422","1,392","1,408","1,192",838,676,610,469,465,310,285,225,122,164,68,60,24,33,10,4,2,8,57
 30 104 ,Mecayapan,"18,357","2,753","3,003","2,686","2,282","1,658","1,296",998,"1,060",651,565,365,297,207,162,117,92,44,22,9,9,3,78
 30 105 ,Medellín,"29,298","3,292","3,541","3,499","3,583","3,110","2,437","1,971","1,649","1,307","1,156",968,778,600,451,298,253,152,82,30,14,19,108
