Área Geográfica,,XI Censo general de población y vivienda 1990,,,,,,,,,,,,,,,
,,Población Total,,,,,,,,,,,,,,,
,,Población total con estimación (Personas),,,,,,,,,,,,,,,
,,Tamaño localidad 15 tam,,,,,,,,,,,,,Sexo,,
Clave,Nombre,Total,"Menos de 2,500 habitantes",1 a 49  habitantes,50 a 99  habitantes,100 a 499 habitantes,500 a 999 habitantes,"1,000 a 1,999 habitantes","2,000 a 2,499 habitantes","2,500 a 14,999 habitantes","15,000 a 99,999 habitantes","100,000 a 999,999 habitantes","1,000,000 y más habitantes",No aplica para viviendas colectivas,Total,Hombres,Mujeres
30045,Cosamaloapan de Carpio,76755,23142,1523,1105,8225,6235,1466,4588,7641,45972,,,,76755,37791,38964
30046,Cosautlán de Carvajal,13626,9476,39,82,3487,1982,1747,2139,4150,,,,,13626,6894,6732
30047,Coscomatepec,33750,16581,101,194,6266,4385,5635,,17169,,,,,33750,16957,16793
30048,Cosoleacaque,46726,10723,989,1010,4556,2099,,2069,14502,21501,,,,46726,23383,23343
30049,Cotaxtla,16624,16624,2047,2337,8214,2751,1275,,,,,,,16624,8524,8100
30050,Coxquihui,13803,9780,,68,2109,6524,1079,,4023,,,,,13803,6890,6913
30051,Coyutla,18890,11638,66,66,1165,5378,4963,,7252,,,,,18890,9410,9480
30052,Cuichapa,10385,6919,79,129,2987,1297,,2427,3466,,,,,10385,5160,5225
30053,Cuitláhuac,21897,11387,381,520,4014,1457,2839,2176,10510,,,,,21897,10763,11134
30054,Chacaltianguis,12029,7761,884,572,2026,3237,1042,,4268,,,,,12029,6053,5976
30055,Chalma,13749,10833,617,445,4544,1469,1396,2362,2916,,,,,13749,6828,6921
30056,Chiconamel,6275,6275,486,461,2679,938,1711,,,,,,,6275,3171,3104
30057,Chiconquiaco,11617,11617,377,555,4637,1219,2417,2412,,,,,,11617,5893,5724
30058,Chicontepec,60264,53815,1390,2941,32315,13389,3780,,6449,,,,,60264,29714,30550
30059,Chinameca,13067,6243,603,237,2417,,2986,,6824,,,,,13067,6611,6456
30060,Chinampa de Gorostiza,14189,9200,532,611,3083,1285,1510,2179,4989,,,,,14189,7032,7157
30061,Las Choapas,76864,32996,4593,2358,22873,3172,,,,43868,,,,76864,38630,38234
30062,Chocamán,12607,4854,,,1813,,3041,,7753,,,,,12607,6381,6226
30063,Chontla,14459,14459,830,364,4777,4556,1749,2183,,,,,,14459,7332,7127
30064,Chumatlán,2822,2822,24,,477,945,1376,,,,,,,2822,1390,1432
30065,Emiliano Zapata,36370,24304,646,379,5416,6611,11252,,12066,,,,,36370,18387,17983
30066,Espinal,23751,18252,350,397,4457,9547,3501,,5499,,,,,23751,12056,11695
30067,Filomeno Mata,8511,1237,,,639,598,,,7274,,,,,8511,4208,4303
30068,Fortín,36882,6010,400,296,1695,2183,1436,,13086,17786,,,,36882,17749,19133
30069,Gutiérrez Zamora,27719,14057,224,55,4540,2134,4771,2333,13662,,,,,27719,13472,14247
30070,Hidalgotitlán,24004,20266,1057,976,11965,5159,1109,,3738,,,,,24004,12661,11343
30071,Huatusco,38302,17016,25,,7370,4774,4847,,,21286,,,,38302,18706,19596
30072,Huayacocotla,18125,14915,614,1281,8556,3461,1003,,3210,,,,,18125,9013,9112
30073,Hueyapan de Ocampo,38272,24225,614,339,7017,8851,4964,2440,14047,,,,,38272,19352,18920
30074,Huiloapan de Cuauhtémoc,4760,1418,23,,604,791,,,3342,,,,,4760,2312,2448
30075,Ignacio de la Llave,19654,14502,103,149,5404,5291,3555,,5152,,,,,19654,9776,9878
30076,Ilamatlán,12620,12620,98,219,3037,5833,3433,,,,,,,12620,6022,6598
30077,Isla,31298,12814,2169,1737,7495,1413,,,,18484,,,,31298,15731,15567
30078,Ixcatepec,12461,9552,97,1209,5868,1312,1066,,2909,,,,,12461,6191,6270
30079,Ixhuacán de los Reyes,8524,8524,318,321,3685,1947,,2253,,,,,,8524,4403,4121
30080,Ixhuatlán del Café,17208,11256,172,236,2173,3547,5128,,5952,,,,,17208,8709,8499
30081,Ixhuatlancillo,6553,3069,,,1092,,1977,,3484,,,,,6553,3156,3397
30082,Ixhuatlán del Sureste,11987,4335,359,245,2247,1484,,,7652,,,,,11987,6180,5807
30083,Ixhuatlán de Madero,46535,43669,476,1017,17791,15575,8810,,2866,,,,,46535,22813,23722
30084,Ixmatlahuacan,6158,6158,847,529,1200,2151,1431,,,,,,,6158,3239,2919
30085,Ixtaczoquitlán,43771,19249,153,228,2879,2623,10928,2438,24522,,,,,43771,21675,22096
30086,Jalacingo,25431,19191,28,98,2487,5242,9233,2103,6240,,,,,25431,12814,12617
30087,Xalapa,288454,5842,179,126,2156,1235,,2146,3161,,279451,,,288454,134536,153918
30088,Jalcomulco,4111,4111,,,135,,1651,2325,,,,,,4111,2075,2036
30089,Jáltipan,38678,6623,1086,338,3505,622,1072,,,32055,,,,38678,19145,19533
30090,Jamapa,9177,5968,382,258,3907,1421,,,3209,,,,,9177,4654,4523
30091,Jesús Carranza,28023,24080,1461,1763,12285,4206,1921,2444,3943,,,,,28023,14354,13669
30092,Xico,24162,6391,294,616,3578,763,1140,,17771,,,,,24162,11956,12206
30093,Jilotepec,11540,8714,210,345,1696,1882,2244,2337,2826,,,,,11540,5695,5845
30094,Juan Rodríguez Clara,33378,19030,1224,282,9067,3960,2420,2077,14348,,,,,33378,16996,16382
30095,Juchique de Ferrer,18993,15995,1044,891,6205,4317,1400,2138,2998,,,,,18993,9723,9270
30096,Landero y Coss,1692,1692,10,,307,,1375,,,,,,,1692,801,891
30097,Lerdo de Tejada,20512,1548,349,143,194,862,,,,18964,,,,20512,9793,10719
30098,Magdalena,1788,1788,,,1211,577,,,,,,,,1788,910,878
30099,Maltrata,12576,3844,37,409,2152,,1246,,8732,,,,,12576,6183,6393
30100,Manlio Fabio Altamirano,19345,15109,320,564,8253,1206,2640,2126,4236,,,,,19345,9837,9508
30101,Mariano Escobedo,18758,12808,78,230,5205,906,4232,2157,5950,,,,,18758,9311,9447
30102,Martínez de la Torre,103089,36326,2526,808,9781,17205,3621,2385,29671,37092,,,,103089,50819,52270
30103,Mecatlán,8422,4743,,,2118,811,1814,,3679,,,,,8422,4197,4225
30104,Mecayapan,18357,9665,469,107,4473,1077,1130,2409,8692,,,,,18357,9356,9001
30105,Medellín,29298,15200,1084,888,7636,1747,3845,,14098,,,,,29298,14558,14740
30106,Miahuatlán,3349,3349,73,63,826,,,2387,,,,,,3349,1664,1685
30107,Las Minas,2574,2574,,,2574,,,,,,,,,2574,1313,1261
30108,Minatitlán,195523,53463,1473,2196,24644,10161,10531,4458,,,142060,,,195523,96916,98607
30109,Misantla,58251,39048,1023,1413,15310,11209,10093,,,19203,,,,58251,29471,28780
30110,Mixtla de Altamirano,7109,7109,98,668,4495,1848,,,,,,,,7109,3682,3427
30111,Moloacán,18033,9533,664,426,2605,2612,3226,,8500,,,,,18033,9120,8913
30112,Naolinco,15596,9070,150,173,3100,1551,4096,,6526,,,,,15596,7749,7847
30113,Naranjal,3297,3297,37,80,1338,,1842,,,,,,,3297,1625,1672
30114,Nautla,10212,7596,1070,660,2751,3115,,,2616,,,,,10212,5194,5018
30115,Nogales,27524,7077,46,266,3655,1971,1139,,,20447,,,,27524,13407,14117
30116,Oluta,11552,1893,512,128,660,593,,,9659,,,,,11552,5697,5855
30117,Omealca,21532,18193,126,245,7018,8330,2474,,3339,,,,,21532,10811,10721
30118,Orizaba,114216,,,,,,,,,,114216,,,114216,53980,60236
30119,Otatitlán,5415,736,319,417,,,,,4679,,,,,5415,2684,2731
30120,Oteapan,10688,225,100,,125,,,,10463,,,,,10688,5324,5364
30121,Ozuluama de Mascareñas,25993,22760,7505,1419,9531,2813,1492,,3233,,,,,25993,13617,12376
30122,Pajapan,11432,6048,206,88,2187,600,2967,,5384,,,,,11432,5794,5638
30123,Pánuco,87708,48793,4057,1604,20017,9152,9545,4418,9098,29817,,,,87708,44494,43214
30124,Papantla,158003,83804,1341,873,22201,36172,18639,4578,28124,46075,,,,158003,77514,80489
30125,Paso del Macho,23104,13167,1523,1376,7705,2563,,,9937,,,,,23104,11934,11170
30126,Paso de Ovejas,28646,21690,439,232,5330,7821,3333,4535,6956,,,,,28646,14595,14051
30127,La Perla,13103,13103,176,360,5794,4584,,2189,,,,,,13103,6617,6486
30128,Perote,44236,13762,95,240,1878,3555,5705,2289,5443,25031,,,,44236,22124,22112
30129,Platón Sánchez,17669,7968,1408,860,4625,1075,,,9701,,,,,17669,8847,8822
30130,Playa Vicente,49579,32813,1128,892,16982,6010,5369,2432,16766,,,,,49579,24990,24589
30131,Poza Rica de Hidalgo,151739,,,,,,,,,,151739,,,151739,71583,80156
30132,Las Vigas de Ramírez,11453,4673,321,394,2907,1051,,,6780,,,,,11453,5721,5732
30133,Pueblo Viejo,45284,4873,439,661,3773,,,,40411,,,,,45284,22716,22568
30134,Puente Nacional,17741,13594,372,225,5764,3568,3665,,4147,,,,,17741,8953,8788
30135,Rafael Delgado,11110,932,104,199,629,,,,10178,,,,,11110,5531,5579
30136,Rafael Lucio,4309,1706,14,122,768,802,,,2603,,,,,4309,2180,2129
30137,Los Reyes,3299,3299,79,288,1723,1209,,,,,,,,3299,1696,1603
30138,Río Blanco,37686,54,54,,,,,,,37632,,,,37686,18213,19473
30139,Saltabarranca,6192,2863,513,290,972,,1088,,3329,,,,,6192,3098,3094
30140,San Andrés Tenejapan,1798,1798,14,,1784,,,,,,,,,1798,883,915
30141,San Andrés Tuxtla,124634,60925,667,1111,12437,21566,25144,,14051,49658,,,,124634,61950,62684
30142,San Juan Evangelista,33117,24383,1669,896,9851,8207,3760,,8734,,,,,33117,16706,16411
30143,Santiago Tuxtla,51476,34304,1204,1610,11931,13526,1647,4386,17172,,,,,51476,25617,25859
30144,Sayula de Alemán,25501,13577,1667,381,4535,,6994,,11924,,,,,25501,12875,12626
30145,Soconusco,9712,5428,329,164,1283,1387,,2265,4284,,,,,9712,4904,4808
30146,Sochiapa,2586,2586,,62,450,860,1214,,,,,,,2586,1291,1295
30147,Soledad Atzompa,12515,9717,,169,5046,4502,,,2798,,,,,12515,6270,6245
30148,Soledad de Doblado,26612,15203,1358,1828,9915,2102,,,11409,,,,,26612,13568,13044
30149,Soteapan,23181,20066,604,497,6455,3439,4915,4156,3115,,,,,23181,11611,11570
30150,Tamalín,11429,7249,783,749,3160,703,1854,,4180,,,,,11429,5828,5601
30151,Tamiahua,29600,23686,1488,1011,11829,6483,2875,,5914,,,,,29600,15193,14407
30152,Tampico Alto,14250,14250,1959,1061,7748,1527,1955,,,,,,,14250,7491,6759
30153,Tancoco,6999,6999,193,,2694,874,3238,,,,,,,6999,3519,3480
30154,Tantima,14105,14105,1203,817,8573,1218,2294,,,,,,,14105,7243,6862
30155,Tantoyuca,85277,62710,2997,3119,43540,10811,2243,,,22567,,,,85277,42935,42342
30156,Tatatila,4788,4788,,220,2240,2328,,,,,,,,4788,2464,2324
30157,Castillo de Teayo,18720,14775,189,317,4892,2392,6985,,3945,,,,,18720,9485,9235
30158,Tecolutla,25264,19544,1525,768,6483,7692,1042,2034,5720,,,,,25264,12782,12482
30159,Tehuipango,12520,12520,,167,5369,3599,3385,,,,,,,12520,6206,6314
30160,Álamo Temapache,102131,72474,1589,1319,25144,27170,12712,4540,8749,20908,,,,102131,51195,50936
30161,Tempoal,34839,22621,3670,1560,11291,2298,3802,,12218,,,,,34839,17868,16971
30162,Tenampa,5057,5057,,,1722,1605,1730,,,,,,,5057,2572,2485
30163,Tenochtitlán,5662,5662,155,248,2036,,1215,2008,,,,,,5662,2809,2853
30164,Teocelo,13050,5469,83,98,669,2934,1685,,7581,,,,,13050,6495,6555
30165,Tepatlaxco,6838,6838,49,,934,1968,3887,,,,,,,6838,3574,3264
30166,Tepetlán,7610,7610,121,,1998,1474,4017,,,,,,,7610,3967,3643
30167,Tepetzintla,12805,8494,485,227,2836,2069,2877,,4311,,,,,12805,6393,6412
30168,Tequila,9682,9682,31,65,5174,2031,,2381,,,,,,9682,4791,4891
30169,José Azueta,23823,14212,874,913,5489,4864,2072,,9611,,,,,23823,11916,11907
30170,Texcatepec,7797,7797,428,347,3482,2441,1099,,,,,,,7797,4045,3752
30171,Texhuacán,3904,3904,122,209,2182,,1391,,,,,,,3904,1972,1932
30172,Texistepec,18269,9313,786,362,4916,3249,,,8956,,,,,18269,9335,8934
30173,Tezonapa,52356,40477,497,1327,13533,12272,10667,2181,11879,,,,,52356,26289,26067
30174,Tierra Blanca,85352,45879,4013,3775,24077,8556,3149,2309,,39473,,,,85352,42180,43172
30175,Tihuatlán,77304,49403,2288,1333,15327,10082,17917,2456,27901,,,,,77304,38492,38812
30176,Tlacojalpan,4573,804,254,142,408,,,,3769,,,,,4573,2345,2228
30177,Tlacolulan,7565,7565,141,118,5146,1102,1058,,,,,,,7565,3875,3690
30178,Tlacotalpan,15896,6871,1712,1409,3750,,,,9025,,,,,15896,7938,7958
30179,Tlacotepec de Mejía,3167,3167,46,,260,696,,2165,,,,,,3167,1594,1573
30180,Tlachichilco,10315,10315,613,1134,4004,2115,2449,,,,,,,10315,5157,5158
30181,Tlalixcoyan,35850,28322,1887,1488,11871,7713,3057,2306,7528,,,,,35850,18013,17837
30182,Tlalnelhuayocan,6963,6963,128,229,2363,1368,2875,,,,,,,6963,3452,3511
30183,Tlapacoyan,45513,19449,347,388,4897,5192,6560,2065,,26064,,,,45513,22338,23175
30184,Tlaquilpa,4965,4965,532,691,2029,518,1195,,,,,,,4965,2465,2500
30185,Tlilapan,3118,3118,,134,118,1323,1543,,,,,,,3118,1584,1534
30186,Tomatlán,5557,2153,,203,389,1561,,,3404,,,,,5557,2801,2756
30187,Tonayán,4115,4115,45,,928,1978,1164,,,,,,,4115,2115,2000
30188,Totutla,13253,10410,42,71,3958,2284,4055,,2843,,,,,13253,6743,6510
30189,Tuxpan,118520,36716,2088,1252,14083,15907,3386,,12580,69224,,,,118520,57941,60579
30190,Tuxtilla,2235,2235,57,,,,,2178,,,,,,2235,1119,1116
30191,Ursulo Galván,27489,10733,263,,1979,6039,2452,,16756,,,,,27489,13775,13714
30192,Vega de Alatorre,18111,6979,1512,821,3086,1560,,,11132,,,,,18111,9062,9049
30193,Veracruz,328607,13201,526,223,2538,4336,3101,2477,12254,,303152,,,328607,154970,173637
30194,Villa Aldama,6532,6532,,54,278,1179,2965,2056,,,,,,6532,3184,3348
30195,Xoxocotla,3779,3779,21,213,737,694,,2114,,,,,,3779,1968,1811
30196,Yanga,16701,8576,71,225,1339,3476,3465,,8125,,,,,16701,8166,8535
30197,Yecuatla,13473,10015,198,386,5533,2779,1119,,3458,,,,,13473,6804,6669
30198,Zacualpan,7637,7637,591,724,5256,1066,,,,,,,,7637,3851,3786
30199,Zaragoza,6725,778,216,163,399,,,,5947,,,,,6725,3360,3365
30200,Zentla,11785,11785,107,428,6321,3915,1014,,,,,,,11785,6062,5723
30201,Zongolica,34318,29666,384,1523,19849,7910,,,4652,,,,,34318,17395,16923
30202,Zontecomatlán de López y Fuentes,10565,10565,971,1691,6127,1776,,,,,,,,10565,5238,5327
30203,Zozocolco de Hidalgo,11876,9090,,79,2718,4442,1851,,2786,,,,,11876,5964,5912
30204,Agua Dulce,47234,8744,521,155,3574,2682,1812,,,38490,,,,47234,23509,23725
30205,El Higo,21403,13017,1194,319,6339,5165,,,8386,,,,,21403,10870,10533
30206,Nanchital de Lázaro Cárdenas del Río,26723,1130,105,59,966,,,,,25593,,,,26723,13310,13413
30207,Tres Valles,42598,20637,1302,1204,8645,5272,4214,,6326,15635,,,,42598,21345,21253
30208,Carlos A. Carrillo,,,,,,,,,,,,,,,,
30209,Tatahuicapan de Juárez,,,,,,,,,,,,,,,,
30210,Uxpanapa,,,,,,,,,,,,,,,,
30211,San Rafael,,,,,,,,,,,,,,,,
30212,Santiago Sochiapan,,,,,,,,,,,,,,,,
30996,No especificado,,,,,,,,,,,,,,,,
30997,Otros estados,,,,,,,,,,,,,,,,
30998,Otros municipios,,,,,,,,,,,,,,,,
31,Yucatán,1362940,291322,20654,8022,58573,61460,103682,38931,312211,235985,523422,,,1362940,673892,689048
31001,Abalá,4584,4584,,,1128,537,2919,,,,,,,4584,2356,2228
31002,Acanceh,11277,3302,27,145,672,1253,1205,,7975,,,,,11277,5690,5587
31003,Akil,7473,169,113,56,,,,,7304,,,,,7473,3726,3747
31004,Baca,5116,1012,115,85,182,630,,,4104,,,,,5116,2601,2515
31005,Bokobá,1939,1939,,,,,1939,,,,,,,1939,976,963
31006,Buctzotz,7115,1298,395,158,208,537,,,5817,,,,,7115,3593,3522
31007,Cacalchén,5889,32,32,,,,,,5857,,,,,5889,2990,2899
31008,Calotmul,3820,1197,87,,343,767,,,2623,,,,,3820,1938,1882
31009,Cansahcab,4900,463,38,,425,,,,4437,,,,,4900,2403,2497
31010,Cantamayec,1921,1921,317,,392,,1212,,,,,,,1921,987,934
31011,Celestún,4506,213,42,,171,,,,4293,,,,,4506,2299,2207
31012,Cenotillo,3481,439,105,,334,,,,3042,,,,,3481,1640,1841
31013,Conkal,6430,1347,56,,140,,1151,,5083,,,,,6430,3317,3113
31014,Cuncunul,1161,1161,108,119,,934,,,,,,,,1161,608,553
31015,Cuzamá,3612,959,19,,407,533,,,2653,,,,,3612,1868,1744
31016,Chacsinkín,1908,1908,94,60,187,,1567,,,,,,,1908,988,920
31017,Chankom,3857,3857,227,302,1502,1826,,,,,,,,3857,1991,1866
31018,Chapab,2705,2705,79,,,732,1894,,,,,,,2705,1382,1323
31019,Chemax,16951,7633,1612,578,2138,2270,1035,,9318,,,,,16951,8538,8413
31020,Chicxulub Pueblo,3061,119,66,53,,,,,2942,,,,,3061,1595,1466
31021,Chichimilá,5380,1637,429,262,946,,,,3743,,,,,5380,2681,2699
31022,Chikindzonot,2743,2743,110,185,343,583,1522,,,,,,,2743,1365,1378
31023,Chocholá,3621,54,54,,,,,,3567,,,,,3621,1846,1775
31024,Chumayel,2403,2403,19,,,,,2384,,,,,,2403,1216,1187
31025,Dzán,3652,4,4,,,,,,3648,,,,,3652,1837,1815
31026,Dzemul,3102,272,62,96,114,,,,2830,,,,,3102,1630,1472
31027,Dzidzantún,7236,110,110,,,,,,7126,,,,,7236,3719,3517
31028,Dzilam de Bravo,1997,1997,56,,,,1941,,,,,,,1997,1052,945
31029,Dzilam González,5106,213,213,,,,,,4893,,,,,5106,2621,2485
31030,Dzitás,3538,726,29,64,,633,,,2812,,,,,3538,1764,1774
31031,Dzoncauich,2630,2630,12,,429,,,2189,,,,,,2630,1304,1326
31032,Espita,11023,2744,308,,1689,747,,,8279,,,,,11023,5502,5521
31033,Halachó,15419,7045,59,,550,523,3851,2062,8374,,,,,15419,7902,7517
31034,Hocabá,5137,1489,6,,,,1483,,3648,,,,,5137,2597,2540
31035,Hoctún,5183,560,18,52,490,,,,4623,,,,,5183,2554,2629
31036,Homún,5364,850,109,73,,668,,,4514,,,,,5364,2759,2605
31037,Huhí,3801,135,15,,120,,,,3666,,,,,3801,1925,1876
31038,Hunucmá,21467,4008,74,,461,,1460,2013,,17459,,,,21467,10853,10614
31039,Ixil,2597,49,49,,,,,,2548,,,,,2597,1310,1287
31040,Izamal,21901,5493,104,,386,,5003,,16408,,,,,21901,10699,11202
31041,Kanasín,24503,2483,217,80,359,1827,,,,22020,,,,24503,12211,12292
31042,Kantunil,4728,1832,20,,,,1812,,2896,,,,,4728,2271,2457
31043,Kaua,1669,1669,153,,147,,1369,,,,,,,1669,821,848
31044,Kinchil,4568,197,22,,175,,,,4371,,,,,4568,2316,2252
31045,Kopomá,2055,2055,97,64,461,,1433,,,,,,,2055,1081,974
31046,Mama,2478,2478,48,,,,,2430,,,,,,2478,1255,1223
31047,Maní,4154,736,32,,,704,,,3418,,,,,4154,2065,2089
31048,Maxcanú,17263,7181,41,,1469,4540,1131,,10082,,,,,17263,8838,8425
31049,Mayapán,2010,2010,81,,,,1929,,,,,,,2010,1023,987
31050,Mérida,556819,22492,1018,383,7532,6712,2527,4320,10905,,523422,,,556819,267917,288902
31051,Mocochá,2461,2461,22,,857,,1582,,,,,,,2461,1256,1205
31052,Motul,26708,9298,194,224,2653,3388,2839,,,17410,,,,26708,13277,13431
31053,Muna,10156,738,80,128,530,,,,9418,,,,,10156,5122,5034
31054,Muxupip,2412,2412,43,,277,,,2092,,,,,,2412,1193,1219
31055,Opichén,4329,1029,33,,,996,,,3300,,,,,4329,2219,2110
31056,Oxkutzcab,21639,4450,340,79,516,3515,,,,17189,,,,21639,10802,10837
31057,Panabá,7027,1987,520,61,442,964,,,5040,,,,,7027,3517,3510
31058,Peto,19227,4806,939,274,2929,664,,,14421,,,,,19227,9687,9540
31059,Progreso,37806,2526,113,97,,614,1702,,,35280,,,,37806,18945,18861
31060,Quintana Roo,1079,1079,29,,,,1050,,,,,,,1079,545,534
31061,Río Lagartos,2626,2626,107,,,829,1690,,,,,,,2626,1407,1219
31062,Sacalum,3394,840,15,,825,,,,2554,,,,,3394,1719,1675
31063,Samahil,3889,3889,17,,,643,1181,2048,,,,,,3889,1980,1909
31064,Sanahcat,1484,1484,2,,,,1482,,,,,,,1484,765,719
31065,San Felipe,1452,1452,198,,,,1254,,,,,,,1452,778,674
31066,Santa Elena,2717,201,14,,187,,,,2516,,,,,2717,1361,1356
31067,Seyé,6594,317,103,,214,,,,6277,,,,,6594,3428,3166
31068,Sinanché,3076,459,21,,438,,,,2617,,,,,3076,1586,1490
31069,Sotuta,7475,2693,183,57,,1153,1300,,4782,,,,,7475,3798,3677
31070,Sucilá,3300,163,163,,,,,,3137,,,,,3300,1709,1591
31071,Sudzal,1329,1329,173,,119,,1037,,,,,,,1329,658,671
31072,Suma,2028,2028,22,50,,,1956,,,,,,,2028,1044,984
31073,Tahdziú,2453,2453,395,109,142,,1807,,,,,,,2453,1262,1191
31074,Tahmek,3876,613,1,86,,526,,,3263,,,,,3876,1990,1886
31075,Teabo,4134,202,202,,,,,,3932,,,,,4134,2046,2088
31076,Tecoh,12371,5608,56,66,1524,1495,2467,,6763,,,,,12371,6270,6101
31077,Tekal de Venegas,2225,2225,66,,,,,2159,,,,,,2225,1144,1081
31078,Tekantó,4022,646,18,,628,,,,3376,,,,,4022,1961,2061
31079,Tekax,28880,10353,952,628,2332,1474,4967,,,18527,,,,28880,14583,14297
31080,Tekit,6754,188,188,,,,,,6566,,,,,6754,3452,3302
31081,Tekom,2309,2309,111,67,328,,1803,,,,,,,2309,1110,1199
31082,Telchac Pueblo,3358,,,,,,,,3358,,,,,3358,1711,1647
31083,Telchac Puerto,1123,1123,10,,,,1113,,,,,,,1123,574,549
31084,Temax,6652,652,44,60,548,,,,6000,,,,,6652,3385,3267
31085,Temozón,9849,5976,752,61,1285,503,3375,,3873,,,,,9849,5028,4821
31086,Tepakán,2470,2470,8,,141,,,2321,,,,,,2470,1229,1241
31087,Tetiz,3444,557,11,58,488,,,,2887,,,,,3444,1762,1682
31088,Teya,2111,2111,17,,,,,2094,,,,,,2111,1077,1034
31089,Ticul,26618,3752,225,68,,,3459,,,22866,,,,26618,13230,13388
31090,Timucuy,4808,2124,49,,,639,1436,,2684,,,,,4808,2545,2263
31091,Tinum,7111,3987,232,63,285,1684,1723,,3124,,,,,7111,3646,3465
31092,Tixcacalcupul,4327,4327,421,121,1083,811,1891,,,,,,,4327,2117,2210
31093,Tixkokob,13696,5237,14,65,580,562,4016,,8459,,,,,13696,6901,6795
31094,Tixmehuac,3645,3645,258,154,1174,,,2059,,,,,,3645,1842,1803
31095,Tixpéhual,4352,1545,55,98,1392,,,,2807,,,,,4352,2216,2136
31096,Tizimín,54544,20370,2578,1046,6015,1310,7147,2274,,34174,,,,54544,27315,27229
31097,Tunkás,3581,569,168,53,348,,,,3012,,,,,3581,1798,1783
31098,Tzucacab,11108,3084,217,296,1504,,1067,,8024,,,,,11108,5647,5461
31099,Uayma,2508,2508,87,51,317,,,2053,,,,,,2508,1326,1182
31100,Ucú,2430,2430,47,62,,627,1694,,,,,,,2430,1290,1140
31101,Umán,39324,8001,247,,1969,5785,,,9542,21781,,,,39324,19680,19644
31102,Valladolid,42717,13438,2165,464,1042,3700,4012,2055,,29279,,,,42717,20958,21759
31103,Xocchel,2683,3,3,,,,,,2680,,,,,2683,1373,1310
31104,Yaxcabá,11747,11747,579,561,1284,2622,4440,2261,,,,,,11747,5998,5749
31105,Yaxkukul,2140,2140,23,,,,,2117,,,,,,2140,1113,1027
31106,Yobaín,2109,2109,23,,277,,1809,,,,,,,2109,1097,1012
31996,No especificado,,,,,,,,,,,,,,,,
31997,Otros estados,,,,,,,,,,,,,,,,
31998,Otros municipios,,,,,,,,,,,,,,,,
32,Zacatecas,1276323,690006,39229,30321,233373,174637,156530,55916,257015,229251,100051,,,1276323,623663,652660
32001,Apozol,7955,7955,473,367,2210,2519,,2386,,,,,,7955,3713,4242
32002,Apulco,5184,5184,209,693,1484,,2798,,,,,,,5184,2398,2786
32003,Atolinga,4234,4234,175,511,1792,,1756,,,,,,,4234,1996,2238
32004,Benito Juárez,4525,4525,230,527,816,673,,2279,,,,,,4525,2104,2421
32005,Calera,21206,2507,820,165,822,700,,,2648,16051,,,,21206,10524,10682
32006,Cañitas de Felipe Pescador,7995,2243,65,64,471,1643,,,5752,,,,,7995,3898,4097
32007,Concepción del Oro,13405,5621,552,449,4032,588,,,7784,,,,,13405,6781,6624
32008,Cuauhtémoc,9432,3190,180,65,762,923,1260,,6242,,,,,9432,4628,4804
32009,Chalchihuites,14665,10379,514,550,5321,1264,2730,,4286,,,,,14665,7230,7435
32010,Fresnillo,160181,74615,5012,2015,20122,22751,11273,13442,10448,75118,,,,160181,78453,81728
32011,Trinidad García de la Cadena,3905,3905,531,,533,575,,2266,,,,,,3905,1820,2085
32012,Genaro Codina,8209,8209,557,366,3733,2001,1552,,,,,,,8209,4163,4046
32013,General Enrique Estrada,4676,1908,202,59,364,1283,,,2768,,,,,4676,2269,2407
32014,General Francisco R. Murguía,25755,20325,565,230,7912,7803,3815,,5430,,,,,25755,12577,13178
32015,El Plateado de Joaquín Amaro,3242,3242,215,141,1059,1827,,,,,,,,3242,1514,1728
32016,General Pánfilo Natera,20719,11730,347,129,1637,2953,6664,,8989,,,,,20719,10274,10445
32017,Guadalupe,82770,19194,926,768,3052,6185,5847,2416,17143,46433,,,,82770,40951,41819
32018,Huanusco,6316,6316,418,647,3485,,1766,,,,,,,6316,3012,3304
32019,Jalpa,24406,11675,1537,1091,7763,,1284,,12731,,,,,24406,11510,12896
32020,Jerez,57974,20971,870,873,11026,4190,4012,,2684,34319,,,,57974,27353,30621
32021,Jiménez del Teul,5085,5085,774,383,2373,,1555,,,,,,,5085,2485,2600
32022,Juan Aldama,18312,6058,30,214,1405,1430,2979,,12254,,,,,18312,8931,9381
32023,Juchipila,13535,5785,113,92,3467,,2113,,7750,,,,,13535,6338,7197
32024,Loreto,34558,16820,672,415,4291,5699,5743,,2716,15022,,,,34558,17274,17284
32025,Luis Moya,11502,6136,468,57,667,4944,,,5366,,,,,11502,5719,5783
32026,Mazapil,22172,22172,1564,1126,12822,3906,2754,,,,,,,22172,11520,10652
32027,Melchor Ocampo,3523,3523,399,177,1810,1137,,,,,,,,3523,1834,1689
32028,Mezquital del Oro,3519,3519,857,745,714,,1203,,,,,,,3519,1714,1805
